sentence_idx,word,tag
110,antar,O
110,anak,O
110,sekolah,O
110,dan,O
110,bekerja,O
110,.,O
110,Motor,O
110,yang,O
110,lumayan,O
110,gesit,O
110,",",O
110,lincah,O
110,dan,O
110,irit,O
110,BBM,O
110,.,O
111,Pajero,B-MERK
111,mempunyai,O
111,mesin,O
111,yang,O
111,lebih,O
111,bertenaga,O
111,dan,O
111,banyak,O
111,fitur,O
112,suzuki,B-MERK
112,ignis,I-MERK
112,dan,O
112,Daihatsu,B-MERK
112,sirion,I-MERK
112,harga,O
112,jual,O
112,nya,O
112,juga,O
112,enggak,O
112,stabil,O
113,kalau,O
113,menurut,O
113,gue,O
113,suspensi,O
113,avanza,B-MERK
113,agak,O
113,aneh,O
113,.,O
113,kalau,O
113,cuma,O
113,berdua,O
113,suspensi,O
113,nya,O
113,berasa,O
113,keras,O
113,banget,O
113,.,O
113,tetapi,O
113,kalau,O
113,diisi,O
113,penuh,O
113,6,O
113,-,O
113,7,O
113,orang,O
113,suspensi,O
113,nya,O
113,mantap,O
113,betul,O
113,.,O
114,kalau,O
114,sudah,O
114,di,O
114,atas,O
114,120,O
114,km,O
114,/,O
114,jam,O
114,boros,O
114,banget,O
114,avanza,B-MERK
114,saya,O
114,",",O
114,terus,O
114,kopling,O
114,nya,O
114,memang,O
114,agak,O
114,keras,O
114,juragan,O
114,.,O
115,Pertama,O
115,kali,O
115,memiliki,O
115,mobil,O
115,ini,O
115,rasanya,O
115,seperti,O
115,mimpi,O
115,",",O
115,karena,O
115,setelah,O
115,dapat,O
115,mobil,O
115,ternyata,O
115,menang,O
115,undian,O
115,juga,O
115,10,O
115,juta,O
115,rupiah,O
115,dari,O
115,Daihatsu,B-MERK
115,.,O
115,Mobil,O
115,irit,O
115,",",O
115,servis,O
115,mudah,O
115,dan,O
115,murah,O
115,.,O
116,mendingan,O
116,vrz,B-MERK
116,4*4,O
116,sekalian,O
116,fitur,O
116,lengkap,O
116,spoiler,O
116,bisa,O
116,beli,O
116,di,O
116,toko,O
116,variasi,O
117,Rush,B-MERK
117,konde,I-MERK
117,konsumsi,O
117,BBM,O
117,yang,O
117,tetap,O
117,irit,O
117,.,O
118,Xenia,B-MERK
118,memang,O
118,masih,O
118,kurang,O
118,dari,O
118,segi,O
118,keamanan,O
118,nya,O
118,.,O
118,Air,O
118,bag,O
118,-,O
118,nya,O
118,kagak,O
118,ada,O
118,bos,O
118,.,O
119,Pajero,B-MERK
119,sport,I-MERK
119,Dakar,I-MERK
119,memang,O
119,di,O
119,atas,O
119,Fortuner,B-MERK
120,Dulu,O
120,gue,O
120,enggak,O
120,suka,O
120,sama,O
120,xpander,B-MERK
120,.,I-MERK
121,Altis,I-MERK
121,gen,I-MERK
121,11,I-MERK
121,pas,O
121,lah,O
121,buat,O
121,yang,O
121,cari,O
121,kenyamanan,O
121,berkendara,O
122,Fortuner,B-MERK
122,saya,O
122,kok,O
122,setir,O
122,nya,O
122,agak,O
122,enggak,O
122,enak,O
122,gitu,O
122,",",O
122,ya,O
122,.,O
122,Enggak,O
122,luwes,O
122,.,O
123,Putaran,O
123,bawah,O
123,mesin,O
123,fortuner,B-MERK
123,sangat,O
123,kuat,O
124,jujur,O
124,fortuner,B-MERK
124,ini,O
124,bandel,O
124,banget,O
124,dipakai,O
124,di,O
124,medan,O
124,apa,O
124,pun,O
125,pengalaman,O
125,saya,O
125,punya,O
125,avanza,B-MERK
125,bahan,O
125,bakar,O
125,nya,O
125,lebih,O
125,hemat,O
125,daripada,O
125,ketika,O
125,saya,O
125,punya,O
125,xenia,B-MERK
126,kemarin,O
126,saya,O
126,di,O
126,honda,B-MERK
126,brio,I-MERK
126,",",O
126,baru,O
126,2,O
126,tahun,O
126,pakai,O
126,dan,O
126,jarang,O
126,dipakai,O
126,kaki-kaki,O
126,sudah,O
126,bunyi,O
126,",",O
126,rem,O
126,cepat,O
126,habis,O
126,",",O
126,sama,O
126,sil,O
126,booster,O
126,rem,O
126,atau,O
126,master,O
126,rem,O
126,yang,O
126,rembes,O
127,Sirion,B-MERK
127,ini,O
127,terlalu,O
127,overpriced,O
127,bos,O
127,",",O
127,bisa,O
127,ngga,O
127,laku,O
127,di,O
127,indonesia,O
128,xenia,B-MERK
128,ini,O
128,mobil,O
128,paling,O
128,jelek,O
128,yang,O
128,pernah,O
128,saya,O
128,punya,O
129,saya,O
129,akui,O
129,enak,O
129,banget,O
129,Hrv,B-MERK
129,ini,O
129,mengendarai,O
129,punya,O
129,saudara,O
129,pakai,O
129,Hrv,B-MERK
130,Payah,O
130,payah,O
130,gak,O
130,ada,O
130,yang,O
130,becus,O
130,nih,O
130,bengkel,B-MERK
130,honda,I-MERK
130,.,O
130,seminggu,O
130,dari,O
130,bengkel,O
130,sudah,O
130,bunyi,O
130,lagi,O
130,saja,O
130,.,O
131,DAIHATSU,B-MERK
131,TARUNA,I-MERK
131,",",O
131,Selain,O
131,tampang,O
131,nya,O
131,modern,O
131,kala,O
131,itu,O
131,",",O
131,kapasitas,O
131,penumpang,O
131,nya,O
131,banyak,O
131,dan,O
131,tentu,O
131,saja,O
131,",",O
131,mobil,O
131,ini,O
131,sudah,O
131,dibuat,O
131,ala-ala,O
131,SUV,B-MERK
132,menurut,O
132,saya,O
132,dari,O
132,segi,O
132,kenyamanan,O
132,sih,O
132,bolehlah,O
132,lumayan,O
132,si,O
132,xenia,B-MERK
133,Avanza,B-MERK
133,bahan,O
133,bakar,O
133,nya,O
133,yang,O
133,irit,O
133,.,O
134,Toyota,B-MERK
134,rush,I-MERK
134,2018,O
134,tarikan,O
134,nya,O
134,luar,O
134,biasa,O
135,Avanza,B-MERK
135,mobil,O
135,yang,O
135,nyaman,O
135,untuk,O
135,keluarga,O
135,dan,O
135,tidak,O
135,terlalu,O
135,mahal,O
135,perawatan,O
135,nya,O
136,saya,O
136,baca,O
136,di,O
136,atas,O
136,tetangga,O
136,",",O
136,xenia,B-MERK
136,juga,O
136,naik,O
136,itu,O
136,sekitar,O
136,2,O
136,-,O
136,3,O
136,juta,O
136,.,O
136,makin,O
136,mahal,O
136,saja,O
136,ya,O
136,mobil,O
136,sekarang,O
136,.,O
137,Makanya,O
137,kapok,O
137,untuk,O
137,datang,O
137,ke,O
137,bengkel,B-MERK
137,Honda,I-MERK
137,Autoland,I-MERK
137,kalau,O
137,untuk,O
137,servis,O
137,serius,O
137,karena,O
137,pasti,O
137,akan,O
137,dibantah,O
138,Selalu,O
138,setia,O
138,menggunakan,O
138,setiap,O
138,produk,O
138,nissan,B-MERK
138,.,O
139,entah,O
139,kenapa,O
139,si,O
139,avsen,B-MERK
139,kalau,O
139,untuk,O
139,mobil,O
139,perang,O
139,jauh,O
139,lebih,O
139,oke,O
139,",",O
139,walau,O
139,enggak,O
139,stabil,O
139,",",O
139,enggak,O
139,terlalu,O
139,nyaman,O
139,",",O
140,suka,O
140,sekali,O
140,sama,O
140,"agya,",O
140,tarikan,O
140,nya,O
140,itu,O
140,loh,O
140,halus,O
140,banget,O
141,Gua,O
141,terang,O
141,pilih,O
141,pajero,B-MERK
141,",",O
141,selain,O
141,keren,O
141,model,O
141,nya,O
141,dan,O
141,kelihatan,O
141,dinamis,O
141,",",O
141,mesin,O
141,juga,O
141,mantap,O
141,",",O
141,model,O
141,dasboard,O
141,sporty,O
142,Toyota,B-MERK
142,Rush,I-MERK
142,saya,O
142,sudah,O
142,berusia,O
142,8,O
142,",",O
142,tenaga,O
142,nya,O
142,kurang,O
142,power,O
142,full,O
143,Sudah,O
143,seminggu,O
143,punya,O
143,lexi,B-MERK
143,",",O
143,jauh,O
143,lebih,O
143,nyaman,O
143,dibandingkan,O
143,vario,B-MERK
143,.,O
144,Tarikan,O
144,lincah,O
144,pasti,O
144,Avanza,B-MERK
145,xenia,I-MERK
145,lari,O
145,nya,O
145,lebih,O
145,lincah,O
145,daripada,O
145,avanza,B-MERK
145,yang,O
145,agak,O
145,lemah,O
146,tenaga,O
146,maknyus,O
146,bagus,O
146,.,O
146,Vario125,B-MERK
146,esp,O
146,combi,O
146,brake,O
146,enak,O
146,enggak,O
146,memalukan,O
146,.,O
147,avanza,B-MERK
147,saya,O
147,kopling,O
147,nya,O
147,memang,O
147,agak,O
147,keras,O
147,juragan,O
147,.,O
148,tetapi,O
148,harga,O
148,otr,B-MERK
148,xi,I-MERK
148,lebih,O
148,mahal,O
148,daripada,O
148,li,O
149,Mitshubisi,B-MERK
149,raja,I-MERK
149,jalanan,O
150,Ambil,O
150,mobil,O
150,di,O
150,Bengkel,B-MERK
150,Honda,I-MERK
150,Pondok,O
150,Indah,O
150,.,O
150,sudah,O
150,selesai,O
150,servis,O
150,",",O
150,tapi,O
150,mobil,O
150,kotor,O
150,banget,O
150,.,O
150,tapi,O
150,teknisi,O
150,ngotot,O
150,sudah,O
150,dicuci,O
150,.,O
151,gue,O
151,pengguna,O
151,xenia,B-MERK
151,li,I-MERK
151,vvti,I-MERK
151,2008,O
151,selama,O
151,memakai,O
151,tidak,O
151,ada,O
151,masalah,O
151,lancar-lancar,O
152,memang,O
152,xenia,B-MERK
152,bandel,O
152,",",O
152,gue,O
152,senang,O
152,banget,O
152,sama,O
152,mobil,O
152,gue,O
152,ini,O
152,.,O
153,yang,O
153,jelas,O
153,gue,O
153,enggak,O
153,menyesal,O
153,pilih,O
153,calya,B-MERK
154,Kalo,O
154,gue,O
154,sih,O
154,yang,O
154,pemula,O
154,.,O
154,Lebih,O
154,suka,O
154,exterior,O
154,brio,B-MERK
154,.,O
154,Cuma,O
154,kalo,O
154,kelengkapan,O
154,fitur,O
154,memang,O
154,sirion,B-MERK
155,Buat,O
155,yang,O
155,punya,O
155,Avanza,B-MERK
155,dan,O
155,Xenia,B-MERK
155,pasti,O
155,sudah,O
155,merasakan,O
155,berisik,O
155,nya,O
155,suara,O
155,di,O
155,dalam,O
155,kabin,O
155,dan,O
155,lemah,O
155,nya,O
155,bantingan,O
155,mobil,O
155,.,O
156,avanza,B-MERK
156,oke,O
156,banget,O
156,manuver,O
156,nya,O
157,Avanza,B-MERK
157,memiliki,O
157,kapasitas,O
157,7,O
157,penumpang,O
157,yang,O
157,nyaman,O
157,dan,O
157,aman,O
157,",",O
157,dan,O
157,daya,O
157,tahan,O
157,lebih,O
157,baik,O
157,berkat,O
157,sasis,O
157,semi,O
157,-,O
157,monokok,O
157,yang,O
157,digabung,O
157,dengan,O
157,sub-frame,O
157,juragan,O
158,sudah,O
158,harga,O
158,nya,O
158,"mahal,",O
158,fortuner,B-MERK
158,ini,O
158,juga,O
158,konsumsi,O
158,bahan,O
158,bakar,O
158,nya,O
158,lumayan,O
158,menguras,O
158,dompet,O
159,xenia,B-MERK
159,li,O
159,cukup,O
159,mumpuni,O
159,kok,O
159,sebagai,O
159,mobil,O
159,irit,O
159,dan,O
159,cukup,O
159,bertenaga,O
159,.,O
160,fortuner,B-MERK
160,sparepart,O
160,nya,O
160,susah,O
160,dicari,O
161,yang,O
161,saya,O
161,suka,O
161,dari,O
161,avanza,B-MERK
161,itu,O
161,volume,O
161,nya,O
161,yang,O
161,"besar,",O
161,anak-anak,O
161,bisa,O
161,bebas,O
161,bersantai,O
161,di,O
161,dalam,O
161,mobil,O
162,saya,O
162,punya,O
162,xenia,B-MERK
162,Li,I-MERK
162,8,O
162,family,O
162,",",O
162,sepanjang,O
162,pemakaian,O
162,nya,O
162,belum,O
162,ada,O
162,keluhan,O
162,sih,O
162,.,O
163,Langsung,O
163,kagum,O
163,bgt,O
163,dengan,O
163,kenyamanan,O
163,nya,O
163,",",O
163,mulai,O
163,dari,O
163,kedap,O
163,nya,O
163,kabin,O
163,",",O
163,bantingan,O
163,suspensi,O
163,dll,O
164,fortuner,B-MERK
164,gimana,O
164,yah,O
164,...,O
164,tenaga,O
164,biasa,O
164,aja,O
164,",",O
164,kalo,O
164,pajero,B-MERK
164,sport,I-MERK
164,tenaga,O
164,gak,O
164,malu,O
164,-,O
164,maluin,O
165,12,O
165,cup,O
165,holders,O
165,kok,O
165,kesan,O
165,nya,O
165,ga,O
165,berfaedah,O
165,buat,O
165,mobil,O
165,seven,O
165,seater,O
165,",",O
165,nama,O
165,nya,O
165,aja,O
165,seven,O
165,seater,O
165,ngapain,O
165,sampe,O
165,12,O
165,wikwikwik,O
165,",",O
165,mendingan,O
165,legain,O
165,kabin,O
165,drpd,O
165,banyakin,O
165,cup,O
165,holder,O
166,Honda,B-MERK
166,Brio,I-MERK
166,punya,O
166,setir,O
166,yang,O
166,presisi,O
166,dan,O
166,tegak,O
166,seperti,O
166,86,O
166,begitu,O
166,pun,O
166,jok,O
166,sporty,O
166,-,O
166,nya,O
166,ala,O
166,racing,O
166,.,O
167,menyesal,O
167,beli,O
167,"agya,",B-MERK
167,tarikan,O
167,lambat,O
167,kalau,O
167,dipakai,O
167,rame-rame,O
167,gak,O
167,kuat,O
168,Kalo,O
168,soal,O
168,overall,O
168,si,O
168,jelas,O
168,banget,O
168,pajero,B-MERK
168,lebih,O
168,menang,O
168,ketimbang,O
168,fortuner,B-MERK
169,alasan,O
169,nya,O
169,harga,O
169,fortuner,B-MERK
169,di,O
169,bawah,O
169,harga,O
169,pajero,B-MERK
170,Salah,O
170,satu,O
170,yang,O
170,paling,O
170,saya,O
170,suka,O
170,dari,O
170,merek,O
170,Honda,B-MERK
170,ini,O
170,adalah,O
170,ultra,O
170,seat,O
171,semakin,O
171,cantik,O
171,saja,O
171,nih,O
171,avanza,B-MERK
171,juragan,O
172,Mobil,O
172,ini,O
172,gue,O
172,akui,O
172,paling,O
172,pas,O
172,untuk,O
172,kerja,O
172,dengan,O
172,mobilitas,O
172,tinggi,O
172,",",O
172,gede,O
172,nggak,O
172,",",O
172,kecil,O
172,juga,O
172,nggak,O
172,",",O
172,masuk2,O
172,kampung,O
172,gang,O
172,kecil,O
172,tanjakan,O
172,terjal,O
172,lincah,O
172,",",O
172,dan,O
172,yg,O
172,paling,O
172,penting,O
172,penggerak,O
172,roda,O
172,belakang,O
172,cocok,O
172,buat,O
172,segala,O
172,medan,O
173,Ignis,B-MERK
173,Worth,O
173,it,O
173,mas,O
173,dengan,O
173,harga,O
173,terendah,O
173,"139,5",O
173,juta,O
173,.,O
174,Beli,O
174,beat,O
174,fi,O
174,buat,O
174,harian,O
174,",",O
174,Tarikan,O
174,nya,O
174,nyaman,O
174,",",O
174,irit,O
174,banget,O
174,kalau,O
174,dibuat,O
174,kuliah,O
174,.,O
174,Harga,O
174,oke,O
174,.,O
175,Wuling,B-MERK
175,confero,I-MERK
175,S,I-MERK
175,1.5,I-MERK
175,L,I-MERK
175,Lux+,I-MERK
175,ke,O
175,jawa,O
175,timur,O
175,park,O
175,3,O
175,terasa,O
175,kenyamanan,O
175,mobil,O
175,ini,O
175,tidak,O
175,limbung,O
175,.,O
176,keren,O
176,juga,O
176,xpander,B-MERK
176,",",O
176,serasa,O
176,mobil,O
176,masa,O
176,depan,O
177,konsumsi,O
177,bbm,O
177,HRV,B-MERK
177,juga,O
177,irit,O
177,banget,O
177,bisa,O
177,sampe,O
177,"13,5",O
177,km,O
177,/,O
177,l,O
178,kelebihan,O
178,Avanza,B-MERK
178,yang,O
178,membuat,O
178,saya,O
178,jatuh,O
178,hati,O
178,sama,O
178,avanza,B-MERK
178,adalah,O
178,penggunaan,O
178,sistem,O
178,penggerak,O
178,roda,O
178,belakang,O
178,atau,O
178,rear,O
178,wheel,O
178,drive,O
178,.,O
179,Hadeh,O
179,toyota,B-MERK
179,prado,I-MERK
179,segala,O
179,rusak,O
179,.,O
179,Emang,O
179,kata,O
179,abang,O
179,gue,O
179,perawatan,O
179,mobil,O
179,matic,O
179,itu,O
179,susah,O
180,lebih,O
180,nyaman,O
180,All,B-MERK
180,New,I-MERK
180,Avanza,I-MERK
180,",",O
180,lebih,O
180,gesit,O
180,.,O
180,akselerasi,O
180,lebih,O
180,baik,O
180,.,O
181,Toyota,B-MERK
181,Rush,I-MERK
181,cocok,O
181,untuk,O
181,segala,O
181,musim,O
181,berjiwa,O
181,petualang,O
181,.,O
182,saya,O
182,pengguna,O
182,xpander,B-MERK
182,",",O
182,saya,O
182,coba,O
182,di,O
182,tanjakan-tanjakan,O
182,dieng,O
182,dengan,O
182,penumpang,O
182,6,O
182,orang,O
182,dewasa,O
182,",",O
182,oke-oke,O
182,saja,O
182,kok,O
182,.,O
182,Dan,O
182,memang,O
182,mantap,O
182,ini,O
182,mobil,O
183,memang,O
183,bagus,O
183,sih,O
183,brio,B-MERK
183,pantas,O
183,laku,O
183,keras,O
184,@iip_bados05,O
184,bengkel,B-MERK
184,resmi,I-MERK
184,toyota,I-MERK
184,",",O
184,honda,B-MERK
184,",",I-MERK
184,daihatsu,I-MERK
184,itu,O
184,standart,O
184,nya,O
184,lebih,O
184,bagus,O
184,dari,O
184,bengkel,O
184,biasa,O
184,mas,O
184,",",O
184,so,O
184,astrido,O
184,punya,O
184,toyota,B-MERK
184,.,O
185,kalau,O
185,mengutamakan,O
185,desain,O
185,sih,O
185,ya,O
185,mending,O
185,brio,B-MERK
185,"saja,",O
185,tapi,O
185,kalau,O
185,dari,O
185,segi,O
185,tenaga,O
185,masih,O
185,kurang,O
186,brio,B-MERK
186,mobil,O
186,nya,O
186,jelek,O
186,banget,O
186,gak,O
186,bagus,O
186,.,O
187,fortuner,B-MERK
187,gaya,O
187,nya,O
187,stylish,O
187,banget,O
187,cocok,O
187,buat,O
187,kamu,O
187,yang,O
187,hobi,O
187,main,O
187,instagram,O
188,Naik,O
188,honda,B-MERK
188,beat,I-MERK
188,",",O
188,saya,O
188,yang,O
188,180,O
188,cm,O
188,berasa,O
188,abang-abang,O
188,naik,O
188,troli,O
188,bayi,O
188,.,O
189,kelemahan,O
189,avanza,B-MERK
189,power,O
189,nya,O
189,suka,O
189,turun,O
189,kalo,O
189,sudah,O
189,panas,O
190,kemarin,O
190,gue,O
190,dapat,O
190,grab,O
190,pakai,O
190,xpander,B-MERK
190,exceed,O
190,",",O
190,ternyata,O
190,jauh,O
190,lebih,O
190,nyaman,O
190,.,O
191,pakai,O
191,hr,B-MERK
191,-,I-MERK
191,v,I-MERK
191,1.8,I-MERK
191,merasakan,O
191,juga,O
191,kalau,O
191,mobil,O
191,ini,O
191,kabin,O
191,nya,O
191,luas,O
191,",",O
191,interior,O
191,nya,O
191,bagus,O
191,.,O
192,Harga,O
192,yang,O
192,murah,O
192,",",O
192,tapi,O
192,mesin,O
192,Avanza,B-MERK
192,bagus,O
192,juga,O
192,.,O
193,Harga,O
193,nya,O
193,honda,B-MERK
193,brio,I-MERK
193,rs,O
193,sayang,O
193,terlalu,O
193,mahal,O
193,menurut,O
193,saya,O
193,pribadi,O
193,.,O
194,Kualitas,O
194,produk,O
194,",",O
194,teknologi,O
194,",",O
194,hingga,O
194,suku,O
194,cadang,O
194,yang,O
194,terjamin,O
194,juga,O
194,menjadi,O
194,aspek,O
194,yang,O
194,memengaruhi,O
194,daya,O
194,tarik,O
194,Avanza,B-MERK
194,ini,O
194,juragan,O
195,kalau,O
195,ada,O
195,budget,O
195,lebih,O
195,pilih,O
195,Xi,B-MERK
195,saja,O
195,",",O
195,tarikan,O
195,lebih,O
195,enak,O
195,dan,O
195,bertenaga,O
195,",",O
196,Avanza,B-MERK
196,sangat,O
196,mendukung,O
196,profesi,O
196,yang,O
196,saya,O
196,jalani,O
196,karena,O
196,bagi,O
196,seorang,O
196,mahasiswa,O
196,seperti,O
196,saya,O
196,.,O
197,karakter,O
197,mesin,O
197,livina,B-MERK
197,kencang,O
197,di,O
197,high,O
197,rpm,O
197,atau,O
197,jarak,O
197,jauh,O
197,.,O
198,Avanza,B-MERK
198,keren,O
198,banget,O
198,ini,O
198,mobil,O
198,.,O
198,daya,O
198,tahan,O
198,mesin,O
198,nya,O
198,enggak,O
198,diragukan,O
198,.,O
198,di,O
198,tanjakan,O
198,enggak,O
198,memalukan,O
198,.,O
199,2018,O
199,awal,O
199,mencoba,O
199,altis,B-MERK
199,gen,I-MERK
199,11,I-MERK
199,facelift,I-MERK
199,",",O
199,rasanya,O
199,ini,O
199,mobil,O
199,makin-makin,O
199,irit,O
199,saja,O
199,.,O
200,Lawak,O
200,banget,O
200,ini,O
200,ahass,B-MERK
200,honda,I-MERK
200,",",O
200,cuma,O
200,setengah,O
200,hari,O
200,",",O
200,ini,O
200,baru,O
200,jam,O
200,10,O
200,",",O
200,udah,O
200,gak,O
200,nerima,O
200,servis,O
200,motor,O
200,lagi,O
200,",",O
201,Rush,B-MERK
201,2018,O
201,varian,O
201,G,O
201,AT,O
201,irit,O
201,bahan,O
201,bakar,O
201,.,O
202,Bingung,O
202,kalo,O
202,di,O
202,bengkel,O
202,takut,O
202,nya,O
202,jelek,O
202,",",O
202,kalau,O
202,servis,O
202,di,O
202,honda,O
202,mahal,O
203,brio,B-MERK
203,punya,O
203,fitur,O
203,keamanan,O
203,tingkat,O
203,tinggi,O
203,yang,O
203,enggak,O
203,dimiliki,O
203,86,O
203,yaitu,O
203,speed,O
203,limiter,O
203,di,O
203,145,O
203,km,O
203,/,O
203,h,O
204,Lama,O
204,banget,O
204,kerja,O
204,nya,O
204,teknisi,O
204,honda,B-MERK
204,!!,O
204,Masa,O
204,iya,O
204,udah,O
204,20,O
204,antrean,O
204,belom,O
204,disentuh-sentuh,O
204,motor,O
204,ku,O
204,?,O
204,Dari,O
204,jam,O
204,10,O
204,woi,O
204,!,O
204,Emang,O
204,kalo,O
204,servis,O
204,itu,O
204,bagus,O
204,yamaha,B-MERK
204,!,O
205,Tenaga,O
205,emang,O
205,ok,O
205,",",O
205,tapi,O
205,desain,O
205,pajero,B-MERK
205,kayak,O
205,banci,O
205,...,O
205,kurang,O
205,gagah,O
205,model,O
205,pajero,B-MERK
206,inden,O
206,fortuner,B-MERK
206,cepat,O
206,sekali,O
206,datangnya,O
206,cukup,O
206,1,O
206,bulan,O
206,saja,O
207,bebek,O
207,&,O
207,xenia,B-MERK
207,sama-sama,O
207,irit,O
207,juragan,O
207,",",O
207,pokok,O
207,nya,O
207,Xenia,B-MERK
207,nih,O
208,Punya,O
208,beat,B-MERK
208,injeksi,O
208,irit,O
208,nya,O
208,minta,O
208,ampun,O
208,dipakai,O
208,buat,O
208,kencang,O
208,juga,O
208,oke,O
208,tetapi,O
208,setir,O
208,kadang,O
208,goyang-goyang,O
208,kayak,O
208,ban,O
208,kempes,O
209,saya,O
209,setuju,O
209,vario,B-MERK
209,jauh,O
209,lebih,O
209,enak,O
209,dibanding,O
209,mio,B-MERK
210,baru,O
210,beberapa,O
210,bulan,O
210,pakai,O
210,nmax,B-MERK
210,kok,O
210,sudah,O
210,bosan,O
210,ya,O
210,.,O
211,MOBIL,O
211,ku,O
211,xenia,B-MERK
211,"1,3",O
211,cc,O
211,puas,O
211,banget,O
211,pakai,O
211,nya,O
211,.,O
212,vario,B-MERK
212,pokoknya,O
212,lebih,O
212,bagus,O
212,daripada,O
212,mio,B-MERK
212,dalam,O
212,segala,O
212,hal,O
213,Xenia,B-MERK
213,kata,O
213,nya,O
213,sih,O
213,lebih,O
213,irit,O
213,dan,O
213,jangan,O
213,lupa,O
213,pajak,O
213,mobil,O
213,ditentukan,O
213,juga,O
213,oleh,O
213,CC,O
213,kendaraan,O
214,fun,O
214,to,O
214,drive,O
214,memang,O
214,honda,B-MERK
214,brio,I-MERK
214,masih,O
214,lebih,O
214,fun,O
214,dari,O
214,sirion,B-MERK
215,saya,O
215,sebener,O
215,nya,O
215,juga,O
215,pengen,O
215,punya,O
215,mobil,O
215,rush,O
215,dengan,O
215,desain,O
215,yang,O
215,sporty,O
216,Bengkel,B-MERK
216,Honda,I-MERK
216,1,O
216,",",O
216,ga,O
216,rekomendasi,O
216,!!,O
216,Jelek,O
217,kijang,B-MERK
217,innova,I-MERK
217,pokok,O
217,nya,O
217,juara,O
217,mobil,O
217,mewah,O
217,tetapi,O
217,harga,O
217,nya,O
217,tidak,O
217,mahal,O
218,Honda,B-MERK
218,Vario,I-MERK
218,125,B-MERK
218,2018,O
218,sangat,O
218,nyaman,O
218,dipakai,O
218,ya,O
218,",",O
218,buat,O
218,menyalip,O
218,juga,O
218,enak,O
218,",",O
218,mesin,O
218,nya,O
218,halus,O
218,dibandingkan,O
218,dengan,O
218,vario,B-MERK
218,lama,O
219,Sudah,O
219,bensin,O
219,nya,O
219,irit,O
219,",",O
219,mesin,O
219,nya,O
219,bandel,O
219,.,O
219,perjalanan,O
219,semakin,O
219,lancar,O
219,.,O
219,harga,O
219,jual,O
219,tidak,O
219,jatuh,O
219,",",O
219,dibanding,O
219,dengan,O
219,merek,O
219,yang,O
219,lain,O
219,.,O
220,Perasaan,O
220,liat,O
220,di,O
220,jalan,O
220,veloz,B-MERK
220,ini,O
220,padahal,O
220,baru,O
220,tapi,O
220,liat,O
220,nya,O
220,biasa,O
220,aja,O
220,ya,O
220,",",O
220,kurang,O
220,greget,O
221,Saya,O
221,pakai,O
221,grand,B-MERK
221,livina,I-MERK
221,dari,O
221,2008,O
221,",",O
221,km,O
221,udah,O
221,hampir,O
221,400,O
221,ribu,O
221,.,O
221,Masih,O
221,nyaman-nyaman,O
221,saja,O
221,",",O
221,dan,O
221,irit,O
221,.,O
222,nih,O
222,mobil,O
222,mantap,O
222,",",O
222,diajak,O
222,mengejar,O
222,innova,B-MERK
222,masih,O
222,sanggup,O
222,.,O
222,cuma,O
222,bodi,O
222,nya,O
222,saja,O
222,nih,O
222,",",O
222,kurang,O
222,rigid,O
222,.,O
222,kalau,O
222,dibawa,O
222,lari,O
222,di,O
222,tol,O
222,melayang,O
222,.,O
223,Tetep,O
223,kalah,O
223,telak,O
223,sama,O
223,pajero,B-MERK
223,sport,I-MERK
224,Harga,O
224,murah,O
224,adalah,O
224,salah,O
224,satu,O
224,kelebihan,O
224,Toyota,B-MERK
224,Calya,I-MERK
225,Rush,I-MERK
225,merupakan,O
225,SUV,B-MERK
225,menengah,O
225,yang,O
225,sangat,O
225,menarik,O
226,Isuzu,B-MERK
226,Panther,I-MERK
226,Grand,I-MERK
226,Touring,I-MERK
226,Tahun,O
226,2009,O
226,.,O
226,Mobil,O
226,tangguh,O
226,dengan,O
226,mesin,O
226,diesel,O
226,yang,O
226,irit,O
226,dan,O
226,bandel,O
226,",",O
226,harga,O
226,nya,O
226,cuma,O
226,167,O
226,Jutaan,O
226,juragan,O
226,.,O
227,satu,O
227,hal,O
227,yang,O
227,mungkin,O
227,dirasa,O
227,kurang,O
227,dari,O
227,xenia,B-MERK
227,ialah,O
227,dengan,O
227,beban,O
227,penuh,O
227,kapasitas,O
227,tenaga,O
227,mobil,O
227,dirasa,O
227,kurang,O
227,maksimal,O
228,scoopy,B-MERK
228,tidak,O
228,cocok,O
228,untuk,O
228,mahasiswa,O
229,mantab,O
229,review,O
229,nya,O
229,...,O
229,bener,O
229,sih,O
229,kalo,O
229,masalah,O
229,handling,O
229,ga,O
229,diragukan,O
229,lagi,O
229,..,O
229,membuat,O
229,brio,B-MERK
229,fun,O
229,to,O
229,drive,O
230,mobil,O
230,toyota,B-MERK
230,avanza,I-MERK
230,mobil,O
230,yang,O
230,murah,O
230,",",O
230,tetap,O
230,tidak,O
230,murahan,O
230,.,O
231,Mobil,O
231,yang,O
231,ga,O
231,pernah,O
231,gw,O
231,lirik,O
231,di,O
231,jalanan,O
231,...,O
231,mobilio,B-MERK
231,dan,O
231,brv,B-MERK
231,...,O
231,design,O
231,nya,O
231,semrawut,O
231,..,O
231,jelek,O
231,pol,O
232,Avanza,B-MERK
232,menjadi,O
232,lebih,O
232,praktis,O
232,dipakai,O
232,di,O
232,beragam,O
232,rute,O
232,dengan,O
232,kondisi,O
232,jalan,O
232,yang,O
232,sempit,O
232,juragan,O
232,.,O
