id,tweet,subtask_c
68279,.she is dirty like trump...she stole ted cruz campaign voters list and gave it to trump http,IND
11283,@user our great state has been flooded with illegal immigrants and liberals  from blue states looking for work. then these dumba$$es vote democrat!?!!! go figure. all insane.,GRP
75594,@user if it doesn’t have m&amp;m’s it’s not trail mix. you are kicking ass and doing awesome. keep it up!!!,IND
67167,@user crazy liberals,GRP
93727,@user @user @user @user lisa page confirmed the russia story was passed to the msm as a distraction for gullible liberals to push as a narrative to hinder our duly elected president’s success in office.,GRP
28260,@user whats wrong with dead antifa?  i don't understand i thought the only good antifa was....,IND
33194,@user trump will never be a free range chicken again  he is a danger to the world while under constant surveillance and scrutiny   imagine him gallivanting around the world with the little scraps of actual intel he does know completely unfettered  just don't see it happening,IND
93002,@user she is so gross. an obvious hack,IND
93476,@user if you are not sure then l will block all these useless tweets. ok ?,IND
75168,@user @user good arrest them all!  arrest the crazy ndp leader @user as well.  she is having her lil minions take a fall for her! she planned this! will she be paying their legal fees? i think not! the immaturity level of this goverment party is disgusting!!!,IND
76807,. @user @user @user @user fake conservatives and their fake outrage over the budget betrayal http http,GRP
18240,@user i knew he will b dead  rolling on the floor laughing  rolling_on_the_floor_laughing: he is brave  rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing ,IND
53557,@user you say “high-value men” like that’s a real thing that exists &amp; not a made-up lie you told yourself to distract from the fact your mother never loved you &amp; your penis is microscopic,OTH
42514,@user @user @user john careful... liberals will attack you for thinking critically because the facts aren't on their side,GRP
53436,@user amazing how the pope is afraid of the truth,OTH
59555,@user these people are absolutely insane! liberals have been attacking white men for years and it is getting worse. the path they are pushing for will create another civil war which there will not be a recovery and they are too damn stupid to see that.,GRP
39309,@user andrea mitchell. another political hack embedded in the news media. listen to the tone of that interview.  she is looking for a gotcha moment instead of commending the guy for the work that he is doing. at every turn he shoots her down and it kills her.,IND
55559,tuesday thought.   the only hate speech that i hear these last 2 years is from liberals- stop the hate!,IND
16945,@user prime example as to why we can't have anymore liberals in our government.  they don't want to nor do they know our constitution.  they prefer to dictate and be superior than americans. their hate for our republic is brazen and we need to keep them out.  vote them all out,GRP
37598,@user lol lol lol lol lol!!!!!!! face with tears of joy  face_with_tears_of_joy: face with tears of joy  face_with_tears_of_joy: face with tears of joy  face_with_tears_of_joy: face with tears of joy . you are a fool!!!,IND
56657,@user hes sure as hell not one of is either... traitor liberals- all of them-,GRP
83594,"@user please don't start with what he is concerned about. she wants to go out, if he has something planned or an idea of what to do.   movie or not, it's scary.""  avery felt like there was something she wanted him to know, but she couldn't remember what off the top of her head.""",IND
18151,@user @user @user @user @user @user @user @user @user @user that's what you are implying that no-one took correct records-having been to hospital it is usual for the doctors or nurses to record as they go-so it is your claim that so many are incompetent if no single record was produced correctly-,GRP
17661,@user @user @user @user @user @user you are a dope. a delusional libtard. ask the govoner of puerto rico about the fantastic response by our president @user,GRP
26368,@user @user this is the dumbest shit i’ve read since i slent the morning reading trump tweets.,IND
69026,@user eric holder will be held accountable. he is pointing the finger away from the crime. time is not on your side eric. looking forward to the collapse of your scandalous time ruining america.,OTH
68698,"@user @user @user this is fun, i asked him for proof and he blocked me. i was about to joke about how he'd go from the antifa are the real nazis!"" to similar alt-shite talking points, boy that sure was providing proof quickly.""",GRP
43083,.you cry baby liberals will have trump for a total of eighjt great years!!! get over it. maga http,IND
38408,@user @user @user they had conservatives silently tied up in the cellar for dexades. they're livid we got out and now have a voice in the white house ascend they want to put us back. they're trying to silence us any way possible. we need to burn them all in the midterms. once and for all,GRP
52890,@user @user @user he is a wonder dog he could have a couple doggie girlfriends,IND
21151,"@user @user @user give me a fucking break. liberals are so selective with their false outrage. a turd of a president gets rightfully railed for saying, grab them by the pussy"" decades before but a hollyweird gets a pass for saying ""fuck the shit out of the boy next to him"" gets a liberal pass? http",IND
67144,@user maxine is just a mean spirited woman. i can't imagine the demons she is dealing with to have that much hate &amp; craziness in her. crazy maxine,IND
59598,@user i know many too !!! we liberals just don't feel the need to dance around waving them like the maga idiots.,GRP
55199,65 women defend kavanaugh as 'a good person' amid allegations - ignore dianne feinstein. she is obsolete! you disgusting idiot piece of sh%@ feinstein. he will rule supreme!,IND
57630,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user why do white liberals imagine white people have some power?  white people have been trained for generations not be racially aware.  white liberals are the most anti-white racists i know.  what power do you imagine white people have that other people do not?,GRP
47943,@user it also goes to show that all those so called news people that laughed at you are now eating crow. how wonderful it is to watch the looney liberals squirm around like worms drowning in sunshine.,GRP
43137,@user  if you think conservatives are going to believe a wacko liberal you are sadly mistaken.  we see right thru your lies.  judge kavanaugh is a great person and the best thing for this country.  you on the other hand are a disgrace to the united states &amp; women.,IND
21315,@user @user @user cashing in on the book bandwagon. can't blame her. liberals love to throw their money at bullshit,GRP
23116,@user @user gun control isn't about public safety...it's about hating 'rednecks' and social engineering.,GRP
67187,@user fuck off  http,IND
99044,@user just lose to every tom jeff and jerry because some dumb shit happens and i lose full,IND
62796,@user this president is such a idiot i wish some one would tell me why and how he is still in office! god help those being hit by this storm ! lord knows they will not need paper towels thrown at them !!,IND
45155,@user fuck you it’s 3,IND
72688,@user the liberals will use whatever label they can to discredit people who disagree and/or are a threat to their agenda.,GRP
12856,@user where did you dig this one from? she is dope sha,IND
50316,@user he blocked me a long time ago after one response that called him out for lying.  he's an idiot who thinks his $hit don't stick and loves saying stupid stuff to get liberals to love him.  a complete douchebag.,IND
96952,@user  loudly crying face  loudly_crying_face: loudly crying face  loudly_crying_face: he is terrible  ok button ,IND
81418,@user ok give it up u low life conservatives move on u got one year til election for canadians to show u that we don't want racist running r country so grow up and let's talk about how u dont like anybody who dont look like u,GRP
22694,@user perfect example of a country with gun control. i bet those guys were happy the criminals didn’t have guns.,GRP
50490,@user and the liberals are saying republicans are separating this country by color. hypocrites.,GRP
31252,@user you are ridiculous and need to retire!,IND
82529,@user bengals v. some sorry team looking for a butt whoopin’,OTH
77261,@user @user one of the very first states in the us to legislatively legalize gay marriage. extremely progressive gun control. minimum wage increase. free college. i know these things don’t count for dipshits like you. but they are major and they count.,IND
71844,@user bitch im gonna see you on december dont me. we have to see each other,IND
85239,@user and who gives a shit,OTH
54182,@user “it’s only sexual assault when the other does not agree with what he is feeling.”  he said before picking up the pace his foot turning and pushing against his cock while his big toe and other toe lift up the glands.   “mm”,IND
99186,@user @user i'll add one more: did you realize that conservatives would decide that certain men should get a pass for sexual assault?,GRP
29688,@user that entire article is a piece of trash. that precinct is full of dumbfuck pigs.,GRP
41985,@user i don’t like her but hope if she is next to tyler at final 2 she wins. just me being petty.,IND
40448,"@user @user @user bret, maybe you're just running away because you pretended to be an expert and got pounded into submission by a girl.  all you did was assume and demand proof, i provided. you provided 'your say so. in terms of debating, you lost. have a nice day.""",IND
43966,@user @user @user ....except not all millennials are for gun control.,GRP
41554,@user she is so despicable!,IND
96542,@user @user @user i don't like him bc he is an anti-semitic and a muslim and a racist. any other questions?,IND
50369,@user i hope they beat his ass in private.,IND
94465,@user at least you’ve been some type of fucked,IND
81340,@user i say grab him. what a difference maker. he is a home run hitter to compliment smoke. means we release grant and snead has to take over. don’t know the whole story why browns would release him. but he is a legit number one wr,IND
72518,@user that didn't work now did it!! maybe he needs glasses!!!!,IND
57552,@user only trump could get liberals to scream bloody hell at open transparency.,IND
17420,@user @user yeah she is a real blond just like uncle donnie,IND
64091,@user liar!!!!.... see clarence thomas confirmation.... this was never about the lie!..it was always a delay tactic...nothing more...disgusting liberals and the game they call 'politics',GRP
93824,@user lmfaoo!  loudly crying face  bitch,IND
52236,@user @user @user she is an alt-left crazy and was discredited by numerous women. all you dems have left is lies. her name is dr. liar.,OTH
18935,@user @user why don’t you release names of all our elected officials that have paid for silence for sexual assault claims done while in office with the fund designated for paying off claims; ford does not know how got home. maybe attack if happened was by who took her home. #,GRP
97291,"@user @user @user @user @user @user anyone concerned with mass gun killings"" should reject ""gun control"" outright as unconstitutional. especially since during the first 80 years of the twentieth century alone, “governments” killed some 170 million people. facilitated by ""gun control”.""",OTH
29558,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user even pedophiles in interviews will tell you the only way to stop them is to kill them. pedophiles even admit to when out of prison they will offend again and that’s what keeps them alive in prison... the hope of another opportunity to molest an innocent child. they are sick f*cks,GRP
93933,@user so we should believe this from 40 years ago when the man went to an all boys school. this was a way to try and stop the confirmation and blew up in @user face. she is a corrupt pos!!!,IND
76238,all of this shows just how scared liberals are of the new @user that is going to be guided by the constitution &amp; bill of rights. they honestly believed they had made them powerless in today's courts. @user trump is maga &amp; deplorables are helping. http,IND
89345,@user u nasty bitch,OTH
34887,@user @user yeah keep mocking her right into a yes vote,OTH
49843,@user i'm hoping it's a joke. antifa are morons and have no clue how many people carry backup guns. their disarm them stunt will make them a lethal threat in most states. do the math on what will happen. silly antifagoons,GRP
25625,@user @user typical... when it backfires it's nothing to see here move along...  trump supporters these days are doing the same thing... all this shit trump is getting called out on. it's nothing to see here move along . lol,IND
54626,@user i guess all of those old white guys do kinda look alike...   winking face  face_with_hand_over_mouth:,IND
89781,"@user @user @user @user bs made up by a lying liberal..a cheap filthy whore, whose lies help to undermine real women who are sexually assaulted.  but with trashy liberals who cares?"" right? as long as the end can justify the means?  trashy libs tried same thing with judge thomas.  democrats are sick.""",GRP
10460,@user and they have some of the strictest gun control laws in the country? as the saying goes if you ban guns only criminals will have them! seems to be proving here go get them chicago.,GRP
45236,@user david stop it with your logical connections.... true journalists like you are not in vogue..,OTH
31912,@user bitch if u don’t message him,IND
88186,@user @user they on their bullshit,GRP
13629,@user he is so stupid,IND
37896,@user you are still on that trump  train to nowhere! thumbs down ,IND
26623,@user @user @user so many issues facing australian voters but the single obsession of australian conservatives is bullying transgender children... http,GRP
20777,@user @user @user @user @user trump publicly lusted for his daughter and gop still elected him.  let's stop pretending that morality or decency means jack shit to conservatives.,GRP
40350,@user @user @user she is talking about herself dude...ignored.,IND
80969,@user crazy people don't care what they use. i suppose you leftist who says to bad it wasn't a gun. sounds like you're disappointed he didn't. that way you can scream gun control.,GRP
14116,@user who’s the loser bitch!  lol you! fuck you maga http,IND
26365,@user @user @user says the little commie thot. i bet that $20 is more than your hohttpy rate,IND
10794,@user @user you are seriously so despicable. how can you even look you kids in the eye...,IND
22986,"@user barf over the squishy self-righteous source. that's the whole deal with tbc. they're young and dumb history major conservatives"" who've swallowed the sj bs and like to hand wave. i'll assume without further evidence prager is lame.""",GRP
29730,...it will be hard to believe any female accusers...ever again...especially liberals who lie for personal and political gain... http,GRP
94744,@user can you share my twtich? trying to make that shit work out http,IND
59858,@user @user @user @user chris burns you are a fascist. nothing more than that.,IND
48017,@user yeahh tbh most that do are weirdos and think about sex in a very weird way.,GRP
76860,"1/7  fire  fire: fire   conservatives suddenly realize juvenile offenders deserve leniency  the president regularly refers to teenage gang members as “animals,” and has, in the past, called for imposing the death penalty on alleged teen rapists. ... http",GRP
22784,@user sorry you’re a socialist!! i contributed to ted cruz!! sick of liberals,IND
17283,@user he is. lol  face with tears of joy  face_with_rolling_eyes:,IND
46874,@user please draw stupid sexy nezha and nidus over the shoulder or something.,IND
17595,@user @user @user no. she is a liar.,IND
30478,@user what shitty wipers you have,IND
14077,@user holy fuck,IND
54841,"@user being the good christian that he is, he asked god to spare his properties. virginia beach was only slightly impacted. you know the 700 club prayer, god spare me and mine, to hell with everybody else"".""",GRP
90305,@user he’s talking as though pres. trump if failing at every turn. actuality is totally opposite. get a grip you fool!,IND
79483,@user disco pose with “white dude overbite” look. classic 70s dance move.,GRP
38911,@user interesting-cause you leftists not only threaten us-but regulary shoot/stab us.  i wonder if maybe mr. swalwell isn't all-in on the violence toward conservatives.  he certainly always seems to ignore/suppor it(antifa for instance).,GRP
25801,@user its not like your not sharing the water! un fucking real.  pouting face ,IND
50948,@user @user @user @user @user peter....look at your liberal self making no sense.....it is just a little suspicious that everyone making last minute claims against kavanaugh are trump hating liberals...and of course they have zero proof of anything...just like their collusion obsession.,IND
94521,@user  god i don’t know how your didn’t punch carole at the reunion. she is a smug asshole. i know you are dealing with a lot. i hope you are well.,IND
64652,@user holy shit which sears?,IND
32148,@user yeah! you can’t just wing cooking!   there’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage.,IND
87399,@user @user liberals will melt  face with tears of joy   face with tears of joy   face with tears of joy ,GRP
31562,@user everyone who is against this is called a „nazi“ by antifa scum and politicians.,GRP
10181,@user @user @user please stop calling the losers “elite”,GRP
18355,@user @user don’t usually do twitter”conversations”but my point was dana may be kind of woman who doesn’t want to help other woman;wants to be the prima donna &amp; so doesn’t care about developing next-gen girls.she is against gun control &amp; isn’t bothered by school shootings-must not like kids,OTH
15836,"@user you know what will make this professor even woker""? if he's a gun control nut....""",IND
52805,@user @user @user listen here lady my tweet was about the fact that i’m sick of hearing about trump every time i listen to news.  idk where the fuck you get off trying to spin it in to some sort of racial situation!  you are part of the problem. stop turning shit in to something it’s not.,IND
40752,@user @user @user @user  index pointing up  this is why conservatives and law abiding citizens don't come to the table about gun control. it not about lunatics like this guy that should no longer own weapons. its about removing all guns slowly but surely from everyone regardless of who they are. http,GRP
30598,1.boris johnson doesn't care about family. forced abortion of his child by mistress. daughter says he is a selfish bastard. betrayed and divorced 2 women. r4 today,IND
30846,@user wtf aren’t they treating antifa as terrorism?,GRP
35533,@user after the gop wins the mid-terms easily there will be no reason we dont put on the masks and grab weapons to go all antifa on people like you clowns have been doing. going to be so much fun!!!!,GRP
82617,@user @user @user and what does this have to do with a lying attorney and a 35 year old claim? i know it's hard for you liberals to look at two things at once,IND
84905,@user he needs to either pick politics or singing ....... either way he stinks at both!,IND
90802,a videographer who reported on the violence of antifa was found dead due to a tragic car accident. police now believe his death was no accident at all.  welcome to the tolerant left.  http,GRP
39356,@user looks like antifa thugs.,GRP
34447,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user look at the pot calling the kettle black. liberals have been pulling all sorts of stunts trying  to get rid of your/my/our president ever since hillary hilariously lost the election.,GRP
11810,@user @user he will lose his entire career?? you people are despicable. i know you do not believe in god but hell will be filled with liberals like you and dianne,IND
63591,@user @user he is treason. he went to iran for what?  to beg iran to give them(the treasons) more time to get the power back so they can keep giving tax payers $$ to iran the terrorists leader.,IND
51085,@user yeah . niggas who dey wear durag nor dey joke. hard as fuck,GRP
19545,@user @user stop this bs.  a woman murdered him in his own home!  this is so incredibly irresponsible and i am outraged that you are blaming the victim who is a black man.  what does him having weed have anything to do with his murder in his own home?,IND
76433,@user @user wow! why are liberals heads exploding over the truth finally coming out! best news ever! americans finally get to find out the truth! the @user and @user under @user was the most corrupt ever! maga,IND
34301,@user @user fascists of the future will call themselves anti fascist.  antifa comes to mind.,GRP
43151,@user @user @user @user take the gun violence in the cities that already have strict gun control and it's extremely low.  gun crime has decreased at the same time gun ownership has increased.,IND
48606,@user @user just please dont let cruz get away with the he is a tax and spend liberal racist dog whistle crap fire back with facts and call him out on bs,IND
79313,@user we dont need gun control. we need white male control....,GRP
81457,@user he really needs to go. talks out of both sides of his mouth. kiss ass !,IND
37773,@user @user @user @user @user also trump is a fascist- literally.  the central govt thing for anyone always seems to depend upon who's running it. magas are fine with fascist trump and liberals were fine with obama. my ideas about good government are a bit different. of course i did admit to being a quaker.,OTH
46954,@user he is a big nerd it seems..,IND
11541,@user maga their podcastful is about blockchainful. but it'sful about what it meansful to bewise working mothersful who are trying to makewise...,IND
12422,@user @user you are an embarrassing citizen!!,IND
56760,@user seems hard to believe that you stood next to a guy wearing those shorts and didn't masturbate but i'll take your word for it,IND
61023,@user @user @user wow !!! no wonder the liberals only got worse as a party of bullies to women...??? no accountability.,OTH
53665,@user @user and not all idiots grandstands like he did,IND
31493,@user bring on the hypocrite gungrabber. maga,IND
40399,@user bitch call me.,IND
47171,@user the only thing i didn’t agree with was the match point he was following the rules i think this was more about her sex honestly all she did was call him a thief and he penalized her shit was wack,IND
58552,@user i second this they’re fucking nuts,GRP
47033,@user eric holder a major embarrassment  to law enforcement. @user you did nothing about those innocent black males killed in those streets. one sorry black brother.,IND
20136,@user @user because the average american has $500 lying around to buy a new glock. more likely mr. antifa will be using his unemployment check to purchase some dental work or a casket.,IND
73710,@user @user liberals don’t realize that thousands of unaccompanied minors were thrown across the border..... who is supposed to take care of them? angelina jolie?,GRP
47238,@user you are turd  revolving hearts ,IND
86920,"@user @user @user @user fascists &amp;nazis don't abide by patriotic views shared in their presence. glad the brownshirt arm (antifa) of the left wasn't there to inflict the usual violence vs citizens who dare to speak. do you hear that, dems who enjoy wings/beer/country music? you're less-than."" walk away""",GRP
22715,@user bitch i fucking felt that shit sneezing face  skull:,IND
76555,@user i told you to stop eating my booty that day but nooooo,IND
52554,@user he should be given 5000 volts!,IND
47883,@user @user @user @user @user i know you are not being facetious.  you are incapable of understanding contradictions.,IND
85014,@user why cant isis blow up these two assholes??,OTH
19311,@user john kerry is a loser and a traitor to our country. he doesnt understand that we voted his party out bec we hated the iran deal. he is now working for iran against our gov. at worst he is acting as an agent for a foreign government &amp; if he isn’t registered should be investigated,IND
99844,@user @user donald trump said mr cruz is a lying dog you can't trust him or his wife said his father was involved with shooting president the president in texas in dallas america can't trust him he is a lier then how can he stand up for him down there in texas campaing,IND
55174,@user @user he is satan,IND
16201,@user @user you people calling everyone nazis under the sun becomes tiring and stupid frankly. you people called zena bash a nazi and it turns out she is half mexican and polish descent and her family barely escaped death from the nazis. so keep it up desensitize that word.,OTH
66764,@user if it could that shit would be talking to you like butch noo you already know he a fuck boii bye,IND
77710,@user almost forgot you was a nigga in ya past life lmao,IND
26961,@user @user @user @user you are a liberal who doesn't even live in fl.,IND
14997,"@user paris terror attacks brought to you by eric holder on behalf of the obama administration. oh but gun control"". http",IND
20559,@user lmao fuck u bae,IND
63914,@user @user @user @user i completely believe she will be in gtmo. she is a traitor.,IND
61110,@user @user her life is crappy because she is crappy. and she’s threatening to kill everyone. another nut job...listen up fbi!,IND
70775,@user @user just block the idiot. he's not even worth this post.,IND
64673,wednesday wisdom obama appointed liberal judges tired of looking stupid smacks california law down on gun control 2a  http,IND
24283,@user @user nope. it's clear and you are lying. also every accusation against known child molester roy moore was true. conservatives love (r)apists.,GRP
40489,@user nah antifa are good to get killed,GRP
72705,@user congratulaions. . . who were terrific. . . dont let some fucked up umpire ruin things for you. . . he'd be happy he did.,IND
52719,@user @user the dems have done this since they were the kkk. except back then they accused black men of raping white women then lynched them. same play from the old playbook. everyone of these liberals crying outrage are fake if they aren't pressuring ellison to resign.,GRP
47088,@user @user @user @user @user @user 2/the democratic party won’t do anything to him because he’s muslim brotherhood &amp; they don’t care about monahan.  the muslim brotherhood needs to be declared a terrorist organization—all of it! ellison also supports antifa. these people are so foul it’s scary!,GRP
57096,@user one added me to a “liberals i’d like to slaughter” last month. that was fun,GRP
82685,@user psychotic liberals fake media &amp; rinos are walking on thin ice when they forget that real americans ...the ones who put trump in the white house will never allow them to take him out of the white house. btw..thanks for this kavanaugh b.s.-insures we will vote!! we are sick of dc!,GRP
21647,@user what is this? we don’t want your $2 tacos we want fucking gun control. are you seriously trying to capitalize off this tragedy? http,IND
14848,@user because he made guys dumb as shit,IND
25259,@user ouch. she is horrible.,IND
63892,@user @user but he is a dildo!,IND
95357,@user i got this,IND
25720,@user treason he should hang he has no business even trying this who the f does he think he is trump needs to lock him up fast,IND
90396,@user @user be coo you got people thinking i really eat ass bitch  face with tears of joy ,IND
24498,@user @user elder and owen have been the bravest in pointing out that the culture is part of the problem.  liberals have engrained this short lived culture. culture can change and will being black doesn’t have to be linked to poverty and resistance.,GRP
37694,@user ok but please understand that i am not one of dubakoor mumtaj dubakoor army. i only support her for certain things. i get what you are saying and i don’t understand how she has survived from up to this point. for me she is not fit for title winner.,IND
26889,@user we have the real facts......you suck pussy grabber mother fucker,IND
68320,"@user @user you say you're part of the resistance so i'm fairly certain you are pro-gun control. my question to you is...why would you want a government headed by this so called dictator"" to enact stricter gun control? i don't think that's an argument that'll get you very far.""",IND
42879,@user @user he is a failure in every way possible.,IND
82106,@user @user antifa aren't fascist   they're terrorist,GRP
87207,@user @user quite possible. you are very right to be skeptical. but one has to start somewhere !,IND
87143,@user @user i turn the tv off when juan speaks. he is a real sicko.,IND
12324,@user @user talk about the pot calling the kettle black... you should be ashamed of your cash payoffs to iran &amp; of you helping iran to become a necular power. it would be better if you just set your sales and gave us all a big wave goodby. @user will clean up your mess. http,GRP
40821,@user colored people should vote! what color is she referring to? i’m white and bright! white is a color. next racial dividing statement ms obama.,GRP
26844,@user go away,IND
56180,@user  wassamatta? starting to wet your pants? worried about all your dirty deeds coming out? concerned about not getting a view cell at gitmo?  maga  kag2020  drain the deep state  walk away democrats 2018  liberalism is a mental disease,IND
85444,@user @user target is brilliant with this. keep an eye out (esp online as there’s online only shit that’s amazing) because 1. autumn (so oranges!) and also target on thanksgiving/black friday is thee place to stock tf up on sheets for the year.,IND
59875,@user how funny...wnba championship winners won't visit @user stupidity of liberals is so amazing...and that face with the plastic stupidity proves it...oh...right...she might harm her little face...whats next...complete body armor...,GRP
27510,@user @user @user you are a member of 40 years aren’t you? surely that means he abused you? i mean i know you don’t understand idioms but this is next level ignorance,IND
81446,absolutely all fucking done.  bye felicia http,IND
27391,@user exactly so shut up,IND
41929,@user @user @user i watch obama for as long as i can stomach him just for the laughs lol he approves himself to be even more of a narcissist every day! he is so full of himself a.k.a. full of shit! hang him,IND
80432,@user holder is a real quality guy. wouldn’t know the truth if it hit him in the face,IND
39627,@user and 15 is probably all they know about. please tell me he is still in jail. or better yet dead. you are such a strong woman. i'm so sorry that happened to you.,IND
68677,@user fuck you i’ll put hot sauce on a slice of pizza again for you,IND
90543,@user reading this thread it sure seems like your followers aren't for gun control after all jimmy  face with tears of joy  face_with_tears_of_joy: face with tears of joy  face_with_tears_of_joy:,IND
27150,...this obvious hit job on kavannah is not going to work...and the liberals continue to reveal themselves as demonic figures... http,GRP
85931,@user come on texans! this man can not replace @user  ever! maga2018,IND
41247,@user @user @user why? because you are too busy spreading hate with your tds? i’m sure you feel fine ridiculing children of conservatives. you represent everything that is wrong in the education (brainwashing) system.,IND
11362,@user @user @user great. here’s how today has gone: floris wanted to spank me. leah wanted to stab me. curtis won’t back me up. adam still looks great at 67 or however old as fuck he is... kl has a bigger dick than me but she’s a she...he thinking face ...she?!? http,IND
11438,@user @user i can understand her wanting her title but all that whining and pissing and moaning stop talking and start getting it done enough already you're a coward when you got to beat somebody when they're not looking,IND
27669,@user i’m sorry dana that you have to hear from such sick mental patient liberals! they are so pathetic! i support you 100 percent,GRP
58670,"@user so she is using the feminist card as a excuse for her behavior in not getting what she wanted when the other competitor that she played was a a woman"" who just was simply better than her today. every woman in that room who applauded to that nonsense i feel sad for you.""",GRP
49942,@user bs.  people died in pr because the local government is corrupt.,OTH
34378,",...criminal complicity in all of this mess! --- last night, mr. gregg jarrett appeared on hannity""!,...he is always incredible, and he made another great point when he reminded all of us that ""starting an illegitimate investigation is a crime""! ---  truth is coming out mueller!""",IND
96501,@user @user what do you expect from the likes of eric erickson. .   he is a piece of crap.,IND
59400,men either! she is a liar. clear as day a liar. http,IND
76994,@user @user gfy ...the nfl should get no protection from the police...and no support from our military...the league will slowly die on this road of shame!!!,GRP
83018,@user @user invite @user to all of the @user shows and let her tell you about her interview with brock long. then you will know why cult45 politburo sounds so unhinged. he is parroting the fema admins line of bs. @user tried to fight back against long's bs,GRP
81851,@user @user who really listens to those post menapausal angry yentas except hardcore liberals and femanazis?,GRP
71908,@user @user @user @user @user @user all liberals are devils. all of us. ask any repub. we hold hands to stand together. to know we aren’t alone in this fight for civility and decency. call us all the names you want. it doesn’t matter one bit.,GRP
90181,@user @user @user exactly! she was sorry till she found people to cosign her bullshit. idiots. the pair of them.,IND
62822,@user end of mos2. sm out in space hears a voice in his head asking if he’s kryptonian.turns around and it’s mm. mm explains his situation &amp; asks for refuge on earth. sm puts out his hand &amp; introduces himself. has their shaking hand he says welcome to earth. cut to black.,OTH
58864,@user @user forget michael he is a coward.,IND
85481,@user @user he gets confirmed. conservatives don’t care that he’s a rapist. at all.,GRP
59032,@user @user where were you in 2008 when people were losing their jobs &amp; their homes &amp; our economy tanked? what did you say about w then? did you ridicule him &amp; did you praise obama for saving our country? you are such a hypocrite.,IND
43712,@user @user i seriously believe he is evil..,IND
21967,@user he makes a good point. too bad that is a career death sentence these days.,IND
42488,@user your shabby self and your traitor buddy bo....gave us maga....stupid your just stupid.,IND
35558,.@user liberals are steamrolling tpp through parliament without proper debate. why are the liberals hell-bent on killing canadian manufacturing jobs? cdn poli http,OTH
30972,@user the are batshit crazy.,IND
55816,@user @user @user omg what country were you in?? it wasn’t america. but again you liberals will believe anything,IND
67777,@user @user yes bitch,IND
20570,@user these liberals are responsible for the deterioration of american society. they should be ashamed but we all know they’re not.,GRP
94070,@user when even readers of a liberal paper in effect liberals don't believe her accusations are credible. . .,GRP
41414,.@user &amp; @user student loan refinancing plan would give every single student loan borrower a tax break &amp; let hundreds of thousands of borrowers have immediate lower interests rates at 0 net cost to taxpayers.   @user has 8 years. he did nothing. he is a liar. http,IND
74066,@user *replaces chickens with gun control* http,GRP
55515,@user this is like when shitty restaurants advertise their “voted 1 world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.,OTH
37604,@user yea shit sucks thats why i stopped watching anime mostly,IND
38370,@user ff8 sucks major wang.,GRP
47425,@user he is starting to tweet nonsense like mango mussolini,IND
64008,@user @user @user haha you liberals are so desperate it’s hilarious. trying at all ends to set him up. this bs last minute stalling tactic about the alleged hs incident and the bait of emails that were sent to him. and people wonder how trump won? because they’re tired of democrats and their crap.,OTH
67453,@user @user @user @user @user he is a malignant narcissist.,IND
18696,@user @user @user thats the problem. he is not a slick talking politician,IND
95210,good job asshole!!!...you just killed your dad's chance of a get out of jail free card!!! maga @user @user @user @user @user @user http,IND
65340,@user @user @user @user @user hmmmm what about the meps who we elect in the uk who attend the european parliament to represent the uk?   it’s a framework under which we operate. we’re not the victim until we leave and are then subject to rules we don’t even control.  it’s a br exit shambles. let’s stop it.,GRP
99778,@user @user @user @user @user @user @user fuck yes now i have someone to pressure me to get into every pit that opens up,IND
71504,@user @user @user @user @user @user @user @user @user @user i met mark. and he is amazing. he is just as sassy in real life as in the show.,IND
40154,interrupting his hearing at every turn! but thats ok he is a man and can take it! at least he will remember who what when and where he was! after this kavanaugh will have definitely earned his stripes to scotus!  maga!,IND
48061,@user and it’s always during active play! sit your butt down people!,IND
18519,@user @user there are plenty of sane centrist democrat citizens but far leftist politicians &amp; antifa weirdos? no thanks.,GRP
28660,@user @user this is a lie! to push a gun control narrative! the actual number is much lower. if you look up what they are using to reach that number you will see why it is so high. always playing politics!,IND
11409,@user @user or maybe to pay for their protests since mnuchin shut that slush fund down. probably going to pay for antifa riots. busing in people and weapons.,GRP
69682,@user she is a republican hypocrite!,IND
52292,@user better than what? truth? politicians have never been good at that. my america is better than flake.,GRP
31046,@user you are low class asshole. you wear your suits and talk about the 1% or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable. at least my pappy would be proud of me for being a man and standing true.,IND
30464,@user @user @user @user @user he is a disgrace,IND
14512,@user she is not a cheater. that chair ump robbed her.,IND
88097,@user your @user app is down / sucks,IND
77994,@user i feel you dude it fucking sucks,IND
42410,@user @user feinstein wanted to delay until after the midterms.  hopefully the red wave will wash her into the atlantic. maga,IND
