id,tweet,subtask_b
43151,@user @user @user @user take the gun violence in the cities that already have strict gun control and it's extremely low.  gun crime has decreased at the same time gun ownership has increased.,TIN
48606,@user @user just please dont let cruz get away with the he is a tax and spend liberal racist dog whistle crap fire back with facts and call him out on bs,TIN
79313,@user we dont need gun control. we need white male control....,TIN
81457,@user he really needs to go. talks out of both sides of his mouth. kiss ass !,TIN
37773,@user @user @user @user @user also trump is a fascist- literally.  the central govt thing for anyone always seems to depend upon who's running it. magas are fine with fascist trump and liberals were fine with obama. my ideas about good government are a bit different. of course i did admit to being a quaker.,TIN
46954,@user he is a big nerd it seems..,TIN
34099,@user doesn’t “myth” mean something that isn’t true?  thinking face ... hmmmm .. hollyweird liberals should stick to make believe world.. dummies  backhand index pointing down  http,UNT
11541,@user maga their podcastful is about blockchainful. but it'sful about what it meansful to bewise working mothersful who are trying to makewise...,TIN
12422,@user @user you are an embarrassing citizen!!,TIN
56760,@user seems hard to believe that you stood next to a guy wearing those shorts and didn't masturbate but i'll take your word for it,TIN
61023,@user @user @user wow !!! no wonder the liberals only got worse as a party of bullies to women...??? no accountability.,TIN
53665,@user @user and not all idiots grandstands like he did,TIN
31493,@user bring on the hypocrite gungrabber. maga,TIN
40399,@user bitch call me.,TIN
47171,@user the only thing i didn’t agree with was the match point he was following the rules i think this was more about her sex honestly all she did was call him a thief and he penalized her shit was wack,TIN
58552,@user i second this they’re fucking nuts,TIN
47033,@user eric holder a major embarrassment  to law enforcement. @user you did nothing about those innocent black males killed in those streets. one sorry black brother.,TIN
20136,@user @user because the average american has $500 lying around to buy a new glock. more likely mr. antifa will be using his unemployment check to purchase some dental work or a casket.,TIN
73710,@user @user liberals don’t realize that thousands of unaccompanied minors were thrown across the border..... who is supposed to take care of them? angelina jolie?,TIN
47238,@user you are turd  revolving hearts ,TIN
86920,"@user @user @user @user fascists &amp;nazis don't abide by patriotic views shared in their presence. glad the brownshirt arm (antifa) of the left wasn't there to inflict the usual violence vs citizens who dare to speak. do you hear that, dems who enjoy wings/beer/country music? you're less-than."" walk away""",TIN
22715,@user bitch i fucking felt that shit sneezing face  skull:,TIN
76555,@user i told you to stop eating my booty that day but nooooo,TIN
52554,@user he should be given 5000 volts!,TIN
47883,@user @user @user @user @user i know you are not being facetious.  you are incapable of understanding contradictions.,TIN
85014,@user why cant isis blow up these two assholes??,TIN
19311,@user john kerry is a loser and a traitor to our country. he doesnt understand that we voted his party out bec we hated the iran deal. he is now working for iran against our gov. at worst he is acting as an agent for a foreign government &amp; if he isn’t registered should be investigated,TIN
99844,@user @user donald trump said mr cruz is a lying dog you can't trust him or his wife said his father was involved with shooting president the president in texas in dallas america can't trust him he is a lier then how can he stand up for him down there in texas campaing,TIN
84816,@user @user you will be sadly disappointed as they conservatives are also marxists...they now control a police state.........only ukip will set the country free,UNT
55174,@user @user he is satan,TIN
16201,@user @user you people calling everyone nazis under the sun becomes tiring and stupid frankly. you people called zena bash a nazi and it turns out she is half mexican and polish descent and her family barely escaped death from the nazis. so keep it up desensitize that word.,TIN
66764,@user if it could that shit would be talking to you like butch noo you already know he a fuck boii bye,TIN
77710,@user almost forgot you was a nigga in ya past life lmao,TIN
26961,@user @user @user @user you are a liberal who doesn't even live in fl.,TIN
14997,"@user paris terror attacks brought to you by eric holder on behalf of the obama administration. oh but gun control"". http",TIN
20559,@user lmao fuck u bae,TIN
63914,@user @user @user @user i completely believe she will be in gtmo. she is a traitor.,TIN
61110,@user @user her life is crappy because she is crappy. and she’s threatening to kill everyone. another nut job...listen up fbi!,TIN
70775,@user @user just block the idiot. he's not even worth this post.,TIN
64673,wednesday wisdom obama appointed liberal judges tired of looking stupid smacks california law down on gun control 2a  http,TIN
24283,@user @user nope. it's clear and you are lying. also every accusation against known child molester roy moore was true. conservatives love (r)apists.,TIN
40489,@user nah antifa are good to get killed,TIN
72705,@user congratulaions. . . who were terrific. . . dont let some fucked up umpire ruin things for you. . . he'd be happy he did.,TIN
41163,all this talk about trump's dick allegedly looking like toad from mario kart  this is the only thing that has been accomplished. only now the libs are picturing a 70 year old man naked.   maga http,UNT
52719,@user @user the dems have done this since they were the kkk. except back then they accused black men of raping white women then lynched them. same play from the old playbook. everyone of these liberals crying outrage are fake if they aren't pressuring ellison to resign.,TIN
47088,@user @user @user @user @user @user 2/the democratic party won’t do anything to him because he’s muslim brotherhood &amp; they don’t care about monahan.  the muslim brotherhood needs to be declared a terrorist organization—all of it! ellison also supports antifa. these people are so foul it’s scary!,TIN
57096,@user one added me to a “liberals i’d like to slaughter” last month. that was fun,TIN
26387,@user doubt he is losing much sleep over it. the guy has been a busted flush for 30 years,UNT
82685,@user psychotic liberals fake media &amp; rinos are walking on thin ice when they forget that real americans ...the ones who put trump in the white house will never allow them to take him out of the white house. btw..thanks for this kavanaugh b.s.-insures we will vote!! we are sick of dc!,TIN
13723,@user fuck it. just do it haha,UNT
21647,@user what is this? we don’t want your $2 tacos we want fucking gun control. are you seriously trying to capitalize off this tragedy? http,TIN
14848,@user because he made guys dumb as shit,TIN
25259,@user ouch. she is horrible.,TIN
63892,@user @user but he is a dildo!,TIN
95357,@user i got this,TIN
25720,@user treason he should hang he has no business even trying this who the f does he think he is trump needs to lock him up fast,TIN
90396,@user @user be coo you got people thinking i really eat ass bitch  face with tears of joy ,TIN
24498,@user @user elder and owen have been the bravest in pointing out that the culture is part of the problem.  liberals have engrained this short lived culture. culture can change and will being black doesn’t have to be linked to poverty and resistance.,TIN
37694,@user ok but please understand that i am not one of dubakoor mumtaj dubakoor army. i only support her for certain things. i get what you are saying and i don’t understand how she has survived from up to this point. for me she is not fit for title winner.,TIN
54005,@user trying to justify a death after the fact with a small amount of dope. fuck. stop fucking killing people. get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. scared people do unpredictable things.,UNT
26889,@user we have the real facts......you suck pussy grabber mother fucker,TIN
68320,"@user @user you say you're part of the resistance so i'm fairly certain you are pro-gun control. my question to you is...why would you want a government headed by this so called dictator"" to enact stricter gun control? i don't think that's an argument that'll get you very far.""",TIN
27044,@user very simple....more gun control ads equals more guns sold. the gun illiterates aren’t smart enough to figure this out,UNT
31857,@user im not apart of antifa foxy. i agree with you they are terrorsits,UNT
42879,@user @user he is a failure in every way possible.,TIN
82106,@user @user antifa aren't fascist   they're terrorist,TIN
87207,@user @user quite possible. you are very right to be skeptical. but one has to start somewhere !,TIN
87143,@user @user i turn the tv off when juan speaks. he is a real sicko.,TIN
12324,@user @user talk about the pot calling the kettle black... you should be ashamed of your cash payoffs to iran &amp; of you helping iran to become a necular power. it would be better if you just set your sales and gave us all a big wave goodby. @user will clean up your mess. http,TIN
40821,@user colored people should vote! what color is she referring to? i’m white and bright! white is a color. next racial dividing statement ms obama.,TIN
26844,@user go away,TIN
56180,@user  wassamatta? starting to wet your pants? worried about all your dirty deeds coming out? concerned about not getting a view cell at gitmo?  maga  kag2020  drain the deep state  walk away democrats 2018  liberalism is a mental disease,TIN
85444,@user @user target is brilliant with this. keep an eye out (esp online as there’s online only shit that’s amazing) because 1. autumn (so oranges!) and also target on thanksgiving/black friday is thee place to stock tf up on sheets for the year.,TIN
59875,@user how funny...wnba championship winners won't visit @user stupidity of liberals is so amazing...and that face with the plastic stupidity proves it...oh...right...she might harm her little face...whats next...complete body armor...,TIN
27510,@user @user @user you are a member of 40 years aren’t you? surely that means he abused you? i mean i know you don’t understand idioms but this is next level ignorance,TIN
81446,absolutely all fucking done.  bye felicia http,TIN
27391,@user exactly so shut up,TIN
51379,@user @user fix this shit!,UNT
41929,@user @user @user i watch obama for as long as i can stomach him just for the laughs lol he approves himself to be even more of a narcissist every day! he is so full of himself a.k.a. full of shit! hang him,TIN
80432,@user holder is a real quality guy. wouldn’t know the truth if it hit him in the face,TIN
39627,@user and 15 is probably all they know about. please tell me he is still in jail. or better yet dead. you are such a strong woman. i'm so sorry that happened to you.,TIN
68677,@user fuck you i’ll put hot sauce on a slice of pizza again for you,TIN
90543,@user reading this thread it sure seems like your followers aren't for gun control after all jimmy  face with tears of joy  face_with_tears_of_joy: face with tears of joy  face_with_tears_of_joy:,TIN
60566,"@user give me a fucking mic""""",UNT
27150,...this obvious hit job on kavannah is not going to work...and the liberals continue to reveal themselves as demonic figures... http,TIN
85931,@user come on texans! this man can not replace @user  ever! maga2018,TIN
41247,@user @user @user why? because you are too busy spreading hate with your tds? i’m sure you feel fine ridiculing children of conservatives. you represent everything that is wrong in the education (brainwashing) system.,TIN
11362,@user @user @user great. here’s how today has gone: floris wanted to spank me. leah wanted to stab me. curtis won’t back me up. adam still looks great at 67 or however old as fuck he is... kl has a bigger dick than me but she’s a she...he thinking face ...she?!? http,TIN
11438,@user @user i can understand her wanting her title but all that whining and pissing and moaning stop talking and start getting it done enough already you're a coward when you got to beat somebody when they're not looking,TIN
27669,@user i’m sorry dana that you have to hear from such sick mental patient liberals! they are so pathetic! i support you 100 percent,TIN
58670,"@user so she is using the feminist card as a excuse for her behavior in not getting what she wanted when the other competitor that she played was a a woman"" who just was simply better than her today. every woman in that room who applauded to that nonsense i feel sad for you.""",TIN
49942,@user bs.  people died in pr because the local government is corrupt.,TIN
34378,",...criminal complicity in all of this mess! --- last night, mr. gregg jarrett appeared on hannity""!,...he is always incredible, and he made another great point when he reminded all of us that ""starting an illegitimate investigation is a crime""! ---  truth is coming out mueller!""",TIN
97667,@user you ready for crazy ass racing tomorrow???,UNT
96501,@user @user what do you expect from the likes of eric erickson. .   he is a piece of crap.,TIN
59400,men either! she is a liar. clear as day a liar. http,TIN
76994,@user @user gfy ...the nfl should get no protection from the police...and no support from our military...the league will slowly die on this road of shame!!!,TIN
83018,@user @user invite @user to all of the @user shows and let her tell you about her interview with brock long. then you will know why cult45 politburo sounds so unhinged. he is parroting the fema admins line of bs. @user tried to fight back against long's bs,TIN
81851,@user @user who really listens to those post menapausal angry yentas except hardcore liberals and femanazis?,TIN
71908,@user @user @user @user @user @user all liberals are devils. all of us. ask any repub. we hold hands to stand together. to know we aren’t alone in this fight for civility and decency. call us all the names you want. it doesn’t matter one bit.,TIN
90181,@user @user @user exactly! she was sorry till she found people to cosign her bullshit. idiots. the pair of them.,TIN
62822,@user end of mos2. sm out in space hears a voice in his head asking if he’s kryptonian.turns around and it’s mm. mm explains his situation &amp; asks for refuge on earth. sm puts out his hand &amp; introduces himself. has their shaking hand he says welcome to earth. cut to black.,TIN
58864,@user @user forget michael he is a coward.,TIN
85481,@user @user he gets confirmed. conservatives don’t care that he’s a rapist. at all.,TIN
59032,@user @user where were you in 2008 when people were losing their jobs &amp; their homes &amp; our economy tanked? what did you say about w then? did you ridicule him &amp; did you praise obama for saving our country? you are such a hypocrite.,TIN
43712,@user @user i seriously believe he is evil..,TIN
21967,@user he makes a good point. too bad that is a career death sentence these days.,TIN
42488,@user your shabby self and your traitor buddy bo....gave us maga....stupid your just stupid.,TIN
35558,.@user liberals are steamrolling tpp through parliament without proper debate. why are the liberals hell-bent on killing canadian manufacturing jobs? cdn poli http,TIN
30972,@user the are batshit crazy.,TIN
55816,@user @user @user omg what country were you in?? it wasn’t america. but again you liberals will believe anything,TIN
67777,@user @user yes bitch,TIN
20570,@user these liberals are responsible for the deterioration of american society. they should be ashamed but we all know they’re not.,TIN
94070,@user when even readers of a liberal paper in effect liberals don't believe her accusations are credible. . .,TIN
41414,.@user &amp; @user student loan refinancing plan would give every single student loan borrower a tax break &amp; let hundreds of thousands of borrowers have immediate lower interests rates at 0 net cost to taxpayers.   @user has 8 years. he did nothing. he is a liar. http,TIN
74066,@user *replaces chickens with gun control* http,TIN
55515,@user this is like when shitty restaurants advertise their “voted 1 world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.,TIN
35033,@user man that shit just got me hype like i was watchin it 18 years ago,UNT
37604,@user yea shit sucks thats why i stopped watching anime mostly,TIN
38370,@user ff8 sucks major wang.,TIN
39167,@user get the hell out,UNT
47425,@user he is starting to tweet nonsense like mango mussolini,TIN
64008,@user @user @user haha you liberals are so desperate it’s hilarious. trying at all ends to set him up. this bs last minute stalling tactic about the alleged hs incident and the bait of emails that were sent to him. and people wonder how trump won? because they’re tired of democrats and their crap.,TIN
42258,@user @user @user @user @user most people do not understand what an assault rifle is!  makes their statements regarding gun control stupid!,UNT
67453,@user @user @user @user @user he is a malignant narcissist.,TIN
18696,@user @user @user thats the problem. he is not a slick talking politician,TIN
95210,good job asshole!!!...you just killed your dad's chance of a get out of jail free card!!! maga @user @user @user @user @user @user http,TIN
65340,@user @user @user @user @user hmmmm what about the meps who we elect in the uk who attend the european parliament to represent the uk?   it’s a framework under which we operate. we’re not the victim until we leave and are then subject to rules we don’t even control.  it’s a br exit shambles. let’s stop it.,TIN
99778,@user @user @user @user @user @user @user fuck yes now i have someone to pressure me to get into every pit that opens up,TIN
71504,@user @user @user @user @user @user @user @user @user @user i met mark. and he is amazing. he is just as sassy in real life as in the show.,TIN
40154,interrupting his hearing at every turn! but thats ok he is a man and can take it! at least he will remember who what when and where he was! after this kavanaugh will have definitely earned his stripes to scotus!  maga!,TIN
21829,@user total bullshit,UNT
48061,@user and it’s always during active play! sit your butt down people!,TIN
18519,@user @user there are plenty of sane centrist democrat citizens but far leftist politicians &amp; antifa weirdos? no thanks.,TIN
28660,@user @user this is a lie! to push a gun control narrative! the actual number is much lower. if you look up what they are using to reach that number you will see why it is so high. always playing politics!,TIN
79057,@user @user smut straight from hell,UNT
60881,@user he is moe,UNT
11409,@user @user or maybe to pay for their protests since mnuchin shut that slush fund down. probably going to pay for antifa riots. busing in people and weapons.,TIN
69682,@user she is a republican hypocrite!,TIN
52292,@user better than what? truth? politicians have never been good at that. my america is better than flake.,TIN
56493,@user goodell and my lions both suck,UNT
31046,@user you are low class asshole. you wear your suits and talk about the 1% or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable. at least my pappy would be proud of me for being a man and standing true.,TIN
11156,@user irish bad bitch,UNT
30464,@user @user @user @user @user he is a disgrace,TIN
14512,@user she is not a cheater. that chair ump robbed her.,TIN
88097,@user your @user app is down / sucks,TIN
77994,@user i feel you dude it fucking sucks,TIN
42410,@user @user feinstein wanted to delay until after the midterms.  hopefully the red wave will wash her into the atlantic. maga,TIN
69456,"@user @user maybe i'm wrong, but didn't you take an oath to preserve and uphold the constitution?   take your people control (it's not gun control) and gtfo with your crazy.   steve willeford says hi"". don't know the name? perhaps google it and realize how stupid you are.""",TIN
57952,@user lemme rap on that shit. i'll do a video floatin downstream in a coffin like in horrorland lol,TIN
21095,@user madam will never respond. she is among those who see nothing good about pmb and his administration. it sucks.,TIN
80516,@user nobody is addressing the cow in the room. not even when florence is still doing her thing. it's like after a mass shooting and it's the wrong time to talk about gun control. @user,TIN
40152,@user you are a racist fake site of fake profiles with fake pictures of scammers who block you. also you delete accounts for no reason and block emails for customer service. same fake people on by the hour. all date sites are fake who create the profiles themselves.,TIN
74376,@user i hope so. that tana girl fucks anything lol,UNT
99729,@user love how fat they all are while chowing down on cake and cookies. that's the future liberals want.,TIN
32734,ain't it fun when a manager has a stick up his ass that would make a redwood self-conscious about its size?,TIN
98440,@user @user ca has inadequate gun control.,TIN
41563,@user this is so entertaining. nobody has thought about montel in years... and you are picking a fight with him. this is incredible. such a feeble mind you have.,TIN
73784,@user they could literally give two fucks af  face with tears of joy  like ummm okay thanks  face with tears of joy ,UNT
24484,@user fuck yeah !!!! go you !!!,UNT
26457,@user @user @user @user is not a difficult woman she is a far left leaning bitch. she has no place in unbiased commentary on any platform. get rid of her.,TIN
43322,@user antifa is israel's thug squad in america,TIN
38116,1. 2 protect trumpie. 2. 2 increase presidential powers. 3. 2 kill roe v. wade. 4. 2 limit voting rights. 5. 2 weaken gun control. 6. 2 deal with religious liberty. congress is not an august body. they lost that moniker when they went whole hog 4 trumpism. http,TIN
31480,"@user republicans love to say it's too early to talk"" about common sense gun control after these events - what they really want is people to forget and amnesia to kick in so they can ignore doing their jobs which is to protect the public  gun control works and r's just procrastinate""",TIN
40051,@user @user ramos sounds like a shitty ump,TIN
43269,@user @user well they will start banishing all acct's for promoting http fb gave @user brandon a 30 day z-jail time. i'm sure tomorrow apple/jacks will do it too. let's all just do it and see how many conservatives &amp; walk away march er's they shut down.poof fb begone,TIN
42226,@user @user oh shit u went there  rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing ,TIN
98465,@user disgusting!,UNT
74744,@user can't take what they dish out? joe you are a snake that should be hung by the neck on a live cnn feed.,TIN
16097,@user @user we should meet her face to face! she won't be speaking like that much longer. she is a horrid person! somebody will teach her that you reap what you sow. she will find out the hard way. she is just ugly inside!!! fubar!,TIN
76049,@user bono can go away now the 90s are over you sick now,TIN
49396,@user really another one holy crap wow all brought to you by the liberals.,TIN
93004,@user europeans are morons for electing people like this,TIN
44210,the “law and order” president really hates law enforcement! lol maga http,TIN
66826,@user congratulations @user   for putting the nfl into the toilet.,TIN
54062,@user she is a drama queen she pulled the feel sorry for me card too because she is now a  ‘working’ mom...give me a break,TIN
69586,@user @user @user @user @user chicago has strict gun control laws but the highest gun violence rate detroit was owened by unions and is now bankrupt cali has the second highest welfare rate and is now the homeless capital of the developed world.,TIN
25306,@user @user you are 20x the trader i am lol i’m screwed but i have a tight stop. i’ll let it ride!,TIN
48012,@user time for canadians to let all liberals if no trade deal in two months no vote for any liberal mp! make that our red line. it  makes no sense trump has been able to secure trade deals around the world but canada! obvious to anyone with a brain failure is trudeau! he has failed!,TIN
97762,ain’t missing shit  shushing face  money-mouth_face:,UNT
52678,@user @user man i’m glad i can make y’all’s day. i just be saying stupid shit on the fly. i ain’t trying i’m just dumb lmao http,UNT
25145,@user he is hurt and no one has checked on him!!!,TIN
37925,@user @user @user these guys are only known for diverting topics only. he is a pure sanghi. let him bark.,TIN
49493,@user the more this woman talks the more stupid she becomes. term limits liberals,TIN
85087,@user this is ridiculous...unbelievable !!! so this fine young man is now dead because of a stupid reason .... come on !!!!! gun control is the solution y'all so many innocent people got killed because of guns pouting face  pouting_face: pouting face  this has to stop,TIN
65285,@user do you have any other recourse? this is so wrong on so many levels. can you sue them? i wish there was a way to reinforce your points on the mistreatment you have received. liberals are full of hate and discontent and unfortunately there are more of them than us. idiots. http,TIN
43009,@user hollywood is packed with pedophiles,TIN
29565,@user @user should have used a 44 magnum to make a real statement! and people like this teach our kids?,TIN
52026,@user conservatives believe all persons of color are a priori guilty of crimes therefore when poc are denied their rights in extrajudicial killings no conservative ever questions the killing.,TIN
19813,@user don’t talk shit about 48 laws,TIN
68918,@user holder has a perverted view of the law. not surprising since he is a democrat.,TIN
62509,@user oh shit uhhh what ao3 fic is this,UNT
50295,@user when will they learn.  people dont care about what they think about politics.  just read your lines and entertain us.  keep your stupid pins and fake tattoos and ribbons at home. maga emmys,TIN
21422,@user can somebody please put him back in his coffin.,TIN
62905,@user but they’re still the number one fake news network.,TIN
32524,@user fuck off,TIN
48660,@user @user who is the ring leader of the brain dead sheep. time to turn it back on him.,TIN
99216,@user @user @user . hypocrisy to see so called conservatives call out supposed sexual deviancy when just about every sexual political scandal in recent memory involves republicans and it's really homophobia roy moore kavanaugh jim jordan mark foley bob packwood clarence thomas donald trump,TIN
83756,"@user @user @user @user you hit them for fucking elo and the reason i'm posting this is because he is thee booter exposer"" just shows you cant believe everyone in this community""",TIN
60989,@user shut the fuck upppp kliff i'm bigger than you and gayer than you so don't try any shit,TIN
41059,20 more votes for democrats &amp; let's see... how many murders of conservatives just saying http,TIN
67258,@user @user @user @user @user @user @user @user @user @user @user it never gets further that the caymans but i want to know what gives boris the right to spunk £45m on a folly of a bridge that wasn’t built where is the money and what relation to him were the people who were paid it and why are they all now abroad no lnvestigation iniated why,TIN
55432,@user sounds like you're a fascist.,UNT
92513,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user lol!! same to you! awe!  how’s it feel to want for the first time gimmie?!  is that a new feeling for you?  has mommy kept you on the tit all these years and now you don’t know how to fend for yourself?!,UNT
13720,@user josh as slave leia,TIN
34571,"an already-debunked viral hoax"" tell me who decides if a meme has been debunked?? a potentially biased human has to thats who.  http facebook rosetta memes q a non maga http",TIN
60491,@user still spewing your lies.....you are not good enuf to lick our president's boot straps... what about the deaths in chicago...u r a liar and a manipulator...go vack to indonesia barry,TIN
46159,"@user ya  obama on trade  2-years ago:  trump is just not telling the truth""  ""how stupid could our leaders be"" trump  god bless trump! maga kag .. (full link+trump's answer http",TIN
79023,@user @user any gun control is unconstitutional and you leftist fake news traitors keep lying to the people that's why your enemies of the people,TIN
22102,@user must be driving liberals crazy!,TIN
47242,@user f the democrats.  slimy bastards.,TIN
82139,"@user @user @user @user  flake shld end his search for relevancy"". he's rino filled w hatred for potus. despicable behavior""",TIN
15286,@user she is demented.,TIN
31845,@user i just read that whole thread and that guys thinks he is a boxing media social media sure have mess up some ppls  head  rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing  rolling_on_the_floor_laughing: rolling on the floor laughing  rolling_on_the_floor_laughing:,TIN
80016,@user @user that is why you never want to deal with the left/democrats. they have become lunatics. trump derangement syndrome,TIN
43212,@user ball is in our court not yours,TIN
50593,@user @user @user i know you're not this naive. those people make up a very small % of trump supporters. do all liberals support terrorist and (groups such as antifa?,TIN
52082,@user @user @user i will never forget what levels you racist liberals went to and what you did to clarence thomas. liberals are  the worst people ever.,TIN
69277,@user what the fuck happened,TIN
48653,@user @user what are these new ideas?  speech laws gun control killing babies and thinking your entitled to free healthcare and rich ppls money just bc you exis?,UNT
99915,"@user @user @user @user i don't know how they said they aren't gay tho."" and ""and by liberals you mean conservatives."" sounds like me being upset.  as for why it matters, if it doesn't matter then why go to such lengths to deny that they're gay? there's straight couples, why not just let them be gay?""",TIN
49358,@user @user jail is too kind for a pedo vore - where is the prosecution??  ag sessions is the church getting away with pedo crimes?  what the hell is he holding?  is that a tentacle?  wth  pedo gate news,TIN
31668,@user @user pope char compares pope francis to the false prophet. bingo! http,TIN
35139,@user @user @user he’s as clueless as out his disgusting looks as he is about every other thing there is to know.,TIN
51110,@user fake ass emoji,UNT
57228,@user @user @user haha yeah funny communists liberals destroying usa want usa2  like venezuela china north korea perhaps why not just move2 your perfect country instead of desperately trying 2destroy the usa that my founding fathers fought died 4 our freedom! shed blood for ungrateful communists!,TIN
12748,.@user .@user .@user .@user hypocrisy much? .@user .@user .@user that's why you are an enemy to the people fake news go against political opponents and hide crimes from liberals big stuff! http,TIN
36701,@user then i see like this and lust over the girl with the long blond hair and the bare midriff and micro-mini and realize she is now 48 years older and could be a great grandmother today!  face screaming in fear  people wonder why i love legs until i show them what i grew up with. http,TIN
44391,@user someone please call for gun control because the bengals can't stop shooting them selfies in the foot http,TIN
71900,@user @user she lost because she got outplayed. she is disgusting for her behavior,TIN
97704,@user what?  all 12 of them?  what about the terrorists antifa?  farrakhan’s hateful and racist thugs?  blm criminals?  black panthers?  those groups have no place either!,TIN
34943,@user @user @user @user @user @user @user joe is just singing the old liberal bullshit song and misrepresenting facts as usual.,TIN
33566,@user @user bro i randomly tried this dns shit and it worked first time wtf,TIN
71656,@user this is what conservatives think a genius looks like. lmao,TIN
93589,@user and this butt fur thinks he is a know it all,TIN
58294,@user you ignorant fool how did you become ag. i forgot it was ignorant obama. its not current occupier of white house. learn from me ignorant idiot he is the president of united states. if you think he is not your president then leave this country and go to hell.,TIN
83184,@user @user yes it did... and it's on editorial... is joe q the editor of x-men... no he isn't... he is editor in chief. he is the boss of all the other editors... sooo he wasn't responsible... i shouldn't be arguing because this is stupid...,TIN
98517,@user ask ally please tell me something what should i do to help my mom when she is at home with a broken leg cause she's in hospital now with a broken leg  loudly crying face  loudly_crying_face: loudly crying face  loudly_crying_face:,TIN
45834,@user @user or he is part of the fraud they pulled together.,TIN
75507,..@user @user 2 of 2 vote her butt right out of office.  diane feinstein is part of the problem in america not part of the solution.  her old ideas and clarence thomas tricks will not work this time.  votered2018 kag confirm kavanaugh confirm coach k maga,TIN
35022,gop on personal responsibility...  he was drunk: boys will be boys  she was drunk: slut  republicans conservatives kavanaugh,TIN
62844,@user damn right .if you think any different then your part of the problem with this country .thank god we have a president who puts america first instead of putting illigal aliens ahead of americans .,TIN
56638,@user bitch my life was flashing before my eyes,TIN
94456,@user @user he's been trashing all along even to our allies.,TIN
97210,@user @user @user people who employ fascist tactics are fascists. that's what antifa does. do you want me to start posting videos of antifa riots?,TIN
77403,@user @user  we all have concerns about the democrats' disgusting behavior and disrespect for this country and our constitution of the united states and the violation of your oath to citizens and our constitution.,TIN
40574,@user oh fuck i forgot about poopy in my diaper pants you know me before i know myself,TIN
77181,@user and hypocrite flies in his private jet around the world?,TIN
48438,@user he is the absolute worse. period. that is all.,TIN
77021,no my family aren't maga they just don't care. they're apart of the populace who get distracted by pop culture completely. they have zero idea what is going on in the world until i tell them &amp; even then they don't care. i'm a lion amongst lambs. http,TIN
24967,@user @user homer losing his boner over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay,TIN
33118,@user keemstar said he is not paying he just wanted his sever on rust popin i said pay him or the ooks will come for you on rust face with tears of joy ,TIN
26460,treasonous goverment california tries new tack on gun violence: bullet control http,UNT
81929,@user @user she is so stupid it scares us average americans that she makes decisions on our behalf,TIN
41706,@user @user bitch shut up....cyberpunk was announced way back in 2012 and just now getting revealed #....get your facts straight,TIN
31062,@user down with liberals!,TIN
69417,@user trudeau and liberals are incompetent to handle it.,TIN
17787,.@user real goal: to make everyone in wisconsin as dumb as he is. http,TIN
95856,@user the ironic thing is you are more closely aligned with the far right. they are even agreeing with you. look down the thread. some asshole just posted a thing about iq in your defense. fuck off with that shit!,TIN
24154,@user bro they were laughing into her face and almost pissing their pants and i was standing beside it like wtf mind ur own business,UNT
51231,@user smack the shit outta her  face with tears of joy  face_with_tears_of_joy:,TIN
48645,@user @user it crossed my mind that sheriff israel may have ordered them to stand down. the democrats will use any tragedy to be in the public eye to promote gun control. it's a shame that these things even came to mind but i have seen too much from the left to be surprised at anything.,TIN
80930,@user i heard ur cock was big and lonely,TIN
27379,@user @user are you bipolar? you keep saying different shit to people commenting on what u said,TIN
43820,@user fascist left are everywhere. we must crush them; boycotts work folks.,UNT
70596,dick durbin is from illinois. chicago has the strictest gun control and is a gang and drug killing field. http,UNT
36646,@user in other words mueller it’s not constipated in other words mueller has diarrhea? http,TIN
79598,"libdem conf shows me that @user are absolutely void of constructive ideas for the myriad problems the uk faces, and begging @user and @user moderates"" isn't the answer. thatcher was right, the parrot is dead.""",TIN
79970,@user probably say fuck it an do just that,TIN
26792,@user why you ruin shit lol,TIN
59603,@user your looking more like a plant maga walk away http,TIN
48266,@user from a man (fast and furious) was held in contempt,TIN
17564,@user i told myself this but no matter how much i try life keeps biting me in the ass,TIN
25543,@user @user you are delusional if you think he is the reason either game was lost in the past two seasons lmao,UNT
30007,@user ugh i meant *wigs shit,UNT
26180,@user fat ass liar strikes again. never forget,TIN
89980,@user he is totally bluffing...,TIN
13566,democrat can't even compete w @user maga http,TIN
70822,@user she is an monster!,TIN
51746,@user @user so alyssa you saying he’s guilty?  what ever happened to innocent before guilty?  and if he is innocent would you at least tweet an apology?  shut up and answer the tweet.,TIN
18518,@user she is one of satan's daughters,TIN
24288,@user this information is out there and should be fully investigated and considered before he gets a life time high court appointment.   conservatives refused to even give obama’s person a hearing so please stop acting like they play above board while everyone else goes low.,UNT
44910,@user @user @user @user you are a boring individual. its seems good too me,TIN
