id,tweet,subtask_a
12264,@user @user @user wow @user are these the types of folks we want teaching the already confused millennials?,NOT
34675,@user i think he is hurt,NOT
12803,@user awesome job mr. president trump!!  maga,NOT
59703,@user everything is an issue with muslims..go live in another country like iran..,OFF
73118,@user @user @user @user @user i did not admit anything! read my tweet again please! english is my 3rd language but i am rather good at it! antifa are the nazis! they can name them self the messiah they would still be thugs fighting against freedom and free speach! btw free speach is not hate speach. man up!,OFF
92323,@user @user yeah we need gun laws like europe so it's really hard for bad people to get guns.  http  you people are clueless about guns,NOT
26447,@user holder was held in contempt of congress. why isn't in prison for fast and furious? how about for murder?,OFF
66845,@user expose these demons violating our constitution with violence &amp; threats to run govt instead of winning at the polls! name them domestic terrorists &amp; jail them all.,OFF
78996,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user now do black lives matter. and antifa.,NOT
61664,@user @user kavanaugh was on the short list over a year ago. if liberals think this is a good idea just imagine how many people in the future with zero evidence 30+ yrs later including where and year can accuse people then ruin their lives including these liberals and politicians.,NOT
57245,@user here’s @user helping improve how women are to be watched in sports.  face with rolling eyes  http,NOT
29880,@user  grinning face with sweat  grinning_face_with_sweat: grinning face with sweat  grinning_face_with_sweat: grinning face with sweat  grinning_face_with_sweat: grinning face with sweat  grinning_face_with_sweat: grinning face with sweat  gun control fun a statue of a stupid child under a desk are going to change peoples if that is the case they are stupid because i for will not give up my firearms or free speech or my rights to no one or no government! fuck you!,OFF
85882,@user @user @user republicans platform   -take away healthcare -harm the environment  -take away children -take away women’s rights -do not believe in rule of law -voter suppression  -gerrymandering  -take away social security  -no limits to gun control -explodes the budget  voteblue2018,OFF
81239,@user @user then maybe we can talk about the double standards between liberals and conservatives at @user somebody is always a victim.,OFF
99454,@user she is so beautiful but looks like dad,NOT
66048,q a non @user maga   for those who think nothing is happening! http,OFF
98294,rosenstein’s 300 attorneys ‘helped’ vet kavanaugh – now sexual abuse charges http which go back to his highschool days  and can't be proven &amp; named witness denies  pathetic confirm kavanaugh pj net c cot maga kag2018 trump2020 no more progressive liberals,OFF
77789,sorry not sorry   if you breastfeed your child who ends up having a milk allergy and so you just switch to formula are you really putting your 100% into parenting?! no you are being lazy! change your diet go lactose and soy free so your baby can have the best of the best.,NOT
65560,@user sorry to read this. you’re doing the right thing to report it and warn us all about them. needless to say you are none of the things they say. stay strong.,NOT
19380,"@user @user it is not a crisis"" . the conservatives think everything is a crisis- the asylum seekers,  the economy, tmx  now nafta. just relax guys the adults are in the room.""",NOT
98740,@user has any ex obama administration personal not yet?  see a pattern here folks!  their actually doing this publicly. the msm is their partner in this treason.  it’s a attempted coup d'etat!!!,OFF
79813,@user thanks for keeping us in your thought and being so kind to fans cherry blossom  red_heart:. just know this cool cat is gonna drag many great thing into our fans life!,NOT
30337,@user fuck u,OFF
65495,"... she is our north star, amongst the many stars that pass away to fill the night sky with brilliancy."" i cannot begin 2 imagine this as a parent but am so grateful &amp; humbled for the time however brief w/ so many shining stars who continue to guide all of us... http",NOT
41605,@user remember:  you're talking about the same media that never questions the assertions that everyone on the right is a nazi and antifa is just a group of protesters.,NOT
79120,@user yep this is the world the liberals want to live in.,NOT
92999,aaa dibales dong face blowing a kiss  face_blowing_a_kiss: face blowing a kiss  http,NOT
67391,@user niggaz buying pussy bitches trying to buy love...,OFF
12038,@user @user i don't think he's guilty....this is what you leftwingers do...make up sexual assault claims about conservatives.,NOT
58241,@user yeah dangerous to question a scattered 35 year old account pushed on the eve of a nomination with the liberals saying they will stop at nothing to derail judge kavanagh or any of trumps picks? delete your account...,NOT
21369,tbt that time when @user gave us a shout-out on their blog &amp; we felt like the coolest kids in town.  smiling face with sunglasses  from nc dd.org blog: creating a welcoming environment with conservatives with the village square - revive civility to the village square http,NOT
91579,@user rimmy4antifa @user can this young working class proletarian join your cause http,NOT
48534,@user @user i'm also a prohibited possessor thanks to obama and his every soldier has  ptsd crazy administration.can't get life insurance either.still support the nra and the work they do for gun rights.hoping trump will fix the wrongs of labeling veterans as a means to back-door gun control,OFF
22086,@user does not suffer fools and has seen enough shit to last nine lives.,OFF
26472,@user he is the eggman.,NOT
56844,@user @user @user @user @user @user @user @user @user @user @user  sorry my love i know you will be disappointed maybe i'll stand in my next life time  red heart ,NOT
57050,@user awww his poor pocket. try something else,NOT
86879,"@user gop, conservatives, evangelicals, traditionalists"" catholics are all hypocrites.""",OFF
80462,@user @user lmao....you suck nfl,OFF
55281,"@user @user @user well, they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine""  c'mon are you chicken?""",OFF
93035,@user believe the woman.  what person would volunteer for the shit show she is about to experience if it weren’t true.  i stand in solidarity with christine blasey ford.,OFF
66585,@user all communist democrat socialists are bad humans.,OFF
38143,@user hmmm...they piss off the portion of the population that actually supported football and are shocked their numbers took a nose dive?  shocking!,OFF
31945,*gets period* you are the cause of my 𝓭𝔂𝓼𝓹𝓱𝓸𝓻𝓲𝓪,OFF
51513,@user @user good grief. so this is how we calm antifa people?  throw chicken nuggets at them?  how ridiculous are they?  i’d think it was funny if it wasn’t rewarding bad behavior.,NOT
76107,@user @user @user just because it isn't a sexy diagnosis doesn't mean it gets low quality care. you are making an incorrect assumption.,NOT
39965,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user keep it going let’s all remember vote!!! vote red!! let’s do the maga for our  united states  united_states:.  megaphone yaay!! maga!!  united states  united_states: united states  statue_of_liberty: statue of liberty  statue_of_liberty: collision  collision: collision  fire: fire  fire: tornado  tornado: tornado  tornado: tornado  tornado: tornado  tornado:,NOT
13100,@user antifa took over for them.,NOT
91193,@user @user this is why gun control is such a horrible idea no matter what the reasoning it it results in this kind of thing.,NOT
66398,@user thus far the only people getting shot and kicked out of places are conservatives. maga walk away confirm kavanaugh,OFF
89774,@user lol.. why don't they ever do it in the head to protest trump..  also aren't these people all for gun control?  tweet tweet.  http,NOT
35786,@user yeah i'll not take my gun control policy advice from a jean's company. beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell a part,OFF
40617,@user @user  pick  hmm.. closest emoji to a shovel go figure...,NOT
17573,@user @user let’s not discuss fault rn. if this happened he is 10000% to blame. let’s first get reasonable amount of evidence before presuming he is guilty,NOT
10845,@user donald trump as president,NOT
69671,@user @user @user @user @user @user @user @user @user @user @user @user @user at least he is trying he is not busy tweeting hate tweets like u n your buddy aka bishop jonso!!,NOT
13641,yes on kavanaugh yes because it is the right thing to do yes because conservatives are in power yes because democrats are miserable humans yes because we are sick and tired of the tantrums from the democrats yes because they freaking lost the election! please add more reasons!!!!,OFF
42447,@user @user why because ford accused him of something 36 years ago and won’t testify. liberals he’d this for months and came out now. i think liberals are the ones who took a gamble,NOT
92257,manitoba - ndp leader wab kinew on the carbon tax http are you proud of yourselves @user and @user you allow the ndp to come at you from the right? you're all as insane as the trudeau liberals winnipeg canada mb poli,OFF
43196,@user hello !! you used to date anthony weiner !!! what does that tell us about you ?,NOT
28621,@user &amp; sicking their attack dogs ( antifa / resist ) and blaming the right.,NOT
26317,"@user hahahahahahahaha!!! she may need to change her strategy. acting like a spoiled child... throwing a tantrum and showing the world what a sore loser she is... on national television... isn't a great way to improve how anyone"" is viewed.""",OFF
70481,@user @user @user @user @user oh it’s ok because 45 reversed the most important issue on mental health he got rid of the mental health conditions on gun control. great job! what a guy! he is a liar proven over &amp; over again. but you worship away that’s your right,OFF
37877,@user people will get it regardless of the wall.   kind like gun control argument.,NOT
33412,@user you are hilarious and way too good to me.,NOT
61942,@user a quick way to get yourself killed.  thanks antifa!,OFF
99091,@user republicans are underestimating the fever of the liberals to get rid of trump.,NOT
84660,this cant be legal ... right? kag maga http,NOT
27631,@user wapo what an idiot comment you are a disgrace to journalism very sad,OFF
51449,@user @user he is. we’ve been saying it for years. uncle christopher is tristan while aunt carla is bickle.,NOT
40674,@user that sucks  thumbs down ,OFF
57610,@user @user ik what other rappers think of him. but only cause he is anti-drug and honestly i think his music is good.,NOT
24531,@user happy birthday(s)!,NOT
82680,@user funny how liberals and liberal stars hate the folks that make them and give them the very fame and power which they can’t live without,NOT
78494,@user both sides have promised wall since ever y should anyone believe anything they say????? ?promised since 1986,OFF
21564,@user @user @user @user to be fair. i’m positive most liberals are just blobs of cells..,OFF
32067,@user you aren’t a member. butt out,NOT
21265,@user i don’t think jack knows too many conservatives. i’ve never met one that didn’t want to lecture me on how everything should be “run like a business” and we should all just work harder and follow the rules.,NOT
56419,@user then it’s time to indict trump if you are pro-law.,NOT
35164,@user @user target environment keeps getting richer.,NOT
87824,@user @user she is such a disgusting hypocrite!,OFF
32310,@user @user as well this would allow you to still protest. but not stop a speaker or a group. really hitler did this in the early time of the nazi party a group known as the ss would beat up politicians and people that didn't agree with them. (sounds familiar smells like antifa.),OFF
10698,@user don’t expect common sense from liberals.,NOT
23094,@user nobody cares what @user thinks or wants. she wasn’t elected haha. and she’s not helping her party either so stay out there your only helping the conservatives progressives dont like you,NOT
70213,@user i fucking love this!!!! so so true.  and actually it’s in those types of jobs you will learn the most,OFF
36136,@user best not stray off message. we need to be using every death to blame guns and push for gun control. talking about actual causes distracts from that.  hear no evil monkey  gun sense,NOT
61271,@user @user @user @user huh! the pot grows as council grows...in this case it is a reduction...and that amount $25m is going right back to the city for police gun control...already announced!,NOT
90618,@user @user nope... with mm no way...maybe is time to ask sky what has gone wrong? because foster from cnn have the book first than kp tweeted about the book...  liberals... from trump for americans to mm for british... i don't known who is worst,OFF
58120,@user oh my heart! she is beautiful. much more beautiful than the immersion blender.,NOT
15174,a new bill aims to send masked antifa activists to jail for 15 years @user http,NOT
41958,@user it’s so sad where we are in america now liberals should be against this kind of mccarthyism  all u have to do us accuse yet there was a chinese spy in a dem office for 20 years n the media just shrugs,NOT
40368,president trump is fighting for the american worker and american jobs! maga http,NOT
75263,@user @user it’s laughable that you parade china with its shocking human rights record. in china extreme gun control only meant death for millions of chinese citizens at the hands of the state ... the history is well known.,NOT
94345,"@user how does what i'm saying relate to gun control. if police departments will not prosecute their own family"" then it's time to limit their access to all weapons. a police department reluctant to acknowledge their own wrong doings and correct them dont deserve access to weapons.""",OFF
90077,@user @user don’t ever stop lil ma *cough* “eddandflow” *cough* oh shit is that my snapchat how’d that slip out?!  ...add me  folded hands medium light skin tone  weary_face:,OFF
56898,@user @user did chuck think juanita broderick credible-keith ellison’s girlfriend domestic abuse credible? the truth is chuck is a sh*t stirrer for a cause. in this case- ruin a mans impeccable career-embarrass his wife &amp; daughters-all in a sleazy days work. y?liberals destroy what dont like,NOT
77180,@user all you want is gun control while you let corporations rip us americans off you don’t stand up against cops assassinating unarmed black americans cops are enemies of americans that’s why their against @user because they want to kill blacks in america thanks @user,OFF
34565,1. killshot 2. gun control 3. rap devil,NOT
76105,@user hollywood’s finest.,NOT
93281,"monday motivation liberals backing kavanaugh accuser"" high school episode to attack scotus pick - but praised adultery superstar mccain - logic much? maga liberalism is a mental disorder http",NOT
93028,@user epic fail,NOT
20579,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user antifa would put nails in the pillows so i dont recommend it,NOT
36709,@user i hope she stays safe and she is a brave soul. i'm on the coast of nc and will be staying put for now. i am scared but i can't leave without my hubs. he has to stay and man the prison he works for.,NOT
63408,a bitch is complaining to corporate about me in our lobby lmaooo,OFF
99383,@user i saw some shit today that made me want to @ her and politely ask her if i could be her stylist.... because i'm not here for these early 2000 bangle bracelets and unnecessary accessories like who's responsible? i have a few words. http,OFF
35359,@user yyyy fuck no bitch we decided we both was gone steepppp,OFF
32776,liberals grasp at unproven straws ... not plastic http,OFF
69948,"@user @user so @user is a bjp leaning intellectual"" but so called liberals are not congress leaning ""intellectual"" and you are definitely not congress karyakarta....""",NOT
17348,@user you said your complains for fox news is nothing like trump’s war against news media. you are right. trump didn’t use “espionage act of 1917” to spy reporters he doesn’t like. yours is much worse and scary!!,NOT
83724,@user @user so only people that own firearms are allowed to comment on the gun control debate??!!  beaming face with smiling eyes ,NOT
70434,@user funny human rights he is  pro abortion that settles it he lies pacified deceives playboy,OFF
47123,"democracy civil disobedience is paramount"" dump ford dictatorship conservatives liars fascists on poli to poli it’s time for ontario’s other municipalities to stand up for local democracy  http via @user",NOT
58915,@user christina would have been a better choice than courtney . hadwin has done this and is not as much of an amateur that she is making america believe,NOT
51128,@user @user @user @user @user @user @user is clearly racist and anti senior citizen. how do you allow this? conservatives will never take you seriously if you don't start being fair.,OFF
63874,@user @user i mean he is worth it,NOT
40265,*a shooting happens in a country with gun control laws for the first time in literally decades*  y'all: but the gun laws should've prevented this unga bunga this is why gun control sucks bet you dummies wish you had guns  *meanwhile another school shooting happens in america*,NOT
67744,@user @user he is.,NOT
77193,@user @user follow along..  conservatives paid fusion  fusion paid orbis (steele's company).  it's not that hard.. seriously,NOT
54759,@user antifa isn’t after her.,NOT
90331,@user @user it matters less than swaying the political slant of the scotus by both parties. that’s a fact. this is only important to lib’s and conservatives as to the court makeup.,NOT
35544,"@user it's up there with the bumper sticker liberals"", just more expensive.""",NOT
19435,@user damn he fell victim to a little thing called tos much like the ones on his own site http http,OFF
84894,@user @user if kavanaugh is confirmed there will be two sexual deviants sitting on the supreme court. both conservatives and nominated by republicans. democrats put women on the scotus and republicans put perverted men there. for their lifetime! stop kavanaugh stop trump save scotus,OFF
45521,@user @user liberals have no shame. to them the outcome justifies the mean,OFF
81754,@user @user @user tippi hedren was in julie and jack (which rifftrax also did). the scene from birdemic that she is credited for was from that movie playing on the tv in the hotel.,NOT
87501,@user coming from a guy who worries more about straws than cleaning up failed 'shitty' policies..now he knows best..lol,OFF
78424,@user i hope they were reporting on gun control,NOT
71984,@user @user popular side doesn’t equal winning side. facts are that private schools do a much better job educating students than public schools. public school teachers get unfair perks that they don’t deserve. it’s unfair to private school teachers.,OFF
43321,@user jeff flake looks like he is flaking out on the confirmation.,NOT
99643,@user how fucking sad  persevering face ,OFF
12272,@user bull...she is probably in debt and soros is paying her...you're never afraid if this happened...give us a break..,NOT
63350,@user i suppose you think the way liberals attacked sarah palin was courageous also. you’re just another hypocrite.,OFF
39443,@user @user ilegal invader kills 13-year-old canadian girl,NOT
68565,@user 20 million dollars from cbs to me too can buy a lot of lies from a lot of professional witnesses with a lot of axes to grind.  antifa is fully financed by blm millions they collected from obama’s justice dept and look at the antiamerican havoc they create. me too is warming up.,NOT
99745,@user @user wtf was that other than a waste of a minute and change of my life,NOT
56164,@user catfight!!!   meow,NOT
74160,@user @user i much prefer the latter option.,NOT
62679,@user you are not alone/ i am here with you musical notes   grinning face with sweat ,NOT
93734,@user bill i do not consider democrats as americans. our constitution does not mean anything to them. most of them are uncultured uneducated and violent like antifa. some have already declared judge kavanaugh guilty of rape.,NOT
23956,@user eject him from the senate. what rule will he break next time. if you can’t follow rules you shouldn’t be a senator.,NOT
63696,@user @user i want to adopt this dog.  he/she is so precious face blowing a kiss ,NOT
97846,@user @user all great american patriots are the dregs of society in the warped and delusional perspective of joe blow biden. he is a disgrace to america.,OFF
74245,@user what a joke.  another dirty tricks democrat on the george soros payroll.  the democrat party knows no shame.  maga,OFF
62559,@user she is  weary face ,NOT
30353,@user you are very welcome gordon and shirley  wilted flower  snake: rose  snake: wilted flower  snake: rose xxx,NOT
31126,@user clearly as long as she is safe no one else matters lol  face with tears of joy  face_with_tears_of_joy: face with tears of joy ,NOT
92619,@user always looking for faults and forgetting to look at the whole picture.  journalism (objective reporting) is dead as now everyone is a pundit (subjective expert).,NOT
16278,@user what the actual fuck..ill report them this is so fucked up,OFF
16251,@user he should leak that shit anyways lol,OFF
64189,-____-  no other 1st world country has bullshit like this because they don't have bullshit problems like this  fuck the gun industry and fuck the dipshits enabling them preventing sensible gun control  http,OFF
10755,@user you are right joe. i can do an interview with fox when i get back from iowa.,NOT
68461,@user @user itne me too liberals ko burnol khana padega....,NOT
27318,@user @user we need gun control! lol,NOT
78407,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user following maga,NOT
33186,@user she is absolutely adorable what a good mommy you take good care of her. revolving hearts ,NOT
61788,"@user @user @user @user yes, you are right: not only lefties but (neo) liberals having any trouble. this papers have proper journalistic ethics"" - it's funny  grinning squinting face  grinning_squinting_face: grinning squinting face ; and  magyar nemzet or népszabadság had ""highest circulation"" - it's also funny /only in the communistic past (before 1989)/  grinning squinting face  grinning_squinting_face: grinning squinting face ! http",OFF
71811,@user @user tip. he is no franchise qb.,NOT
95262,@user great gun control! takes concentration and steady hand! way to go girl! http,OFF
80439,@user disgusting!  that tells you more than anything that we need law n order and that's conservatives n kavanaugh!,OFF
83465,@user @user so... what did the big o accomplish on gun control in his 8 year disaster??,NOT
80298,@user @user anyone besides me think he is angling for sessions job saw today statement made only sitting senator would be approved as replacement otherwise senators wouldn't stab session in back well not sure how it makes a difference but lg may be angling then send mueller packing,NOT
70706,"@user  aurora is growing and learning stuff quickly! she is really good at drawing and counting! such a intelligent baby ~ ""  he laughts playfully at kiss being breaked. pecks his nose.""",NOT
73146,@user he is so underrated and i love how pure he is as a person,NOT
13613,@user @user or he raised a hand. smh,NOT
89043,-you would never guess that this employee plays covet (a fashion game) on her ipad in her free time.  mobile phone  -she has a strange phobia of dogs. dog  -she is amazingly weird! she can jump over her foot while it is in... http,OFF
13324,@user go back to canada you freak.,OFF
25808,@user @user @user @user @user @user @user @user @user @user yep bc not agreeing with forcing adult memes and choices on individuals not developed enough to comprehend them means i am homophobic,OFF
74843,americans are smarter than you think.  maga  votered2018 redwaverising2018 save our country vote dems out http,NOT
80698,@user he just doesn’t fit the team now. agholor should stay in the slot because that’s where he is successful. jmatt is not an outside threat.,OFF
32103,@user nike lost $3.75 billion after kaepernick was named face of “just do it” bullshit.,OFF
34685,.@user has proved to us a second time she is undeniably a force to be reckoned with in the industry with the release of lot w video. check it out here; http,NOT
82977,@user @user i stand corrected! guess the only memorable thing about her to me is how hateful she is lmfao.,NOT
52798,@user google go to hell!,OFF
89052,@user @user @user its her job to do that he is not her pr guy.,NOT
98649,@user she is better than everyone at everything because she is a literal angel who can do no wrong,NOT
40000,@user unless you live in sweden the gang rape capital of the world. where 1 million migrants were welcomed with open arms. not vetted thanks to the liberals in power .,NOT
96330,@user @user then you are not equipped to adopt. period,NOT
14809,"@user woman accusing supreme court nominee kavanaugh of physical and sexual assault should not be ignored or insulted,whitehouse senior counselor @user says because a rapist &amp;atempted murderer can’t go free because he was 17yrs ,drunk &amp; wanted it red exclamation mark t cot pj net maga http",NOT
21629,@user @user @user chicago has been ran by democrats for decades.  why is it up to the gop to solve the problems they created to begin with?  act is absolutely code for gun control and that's not happening nor would it help anyway.  you need 1000 detectives.  start hiring.,OFF
52832,i think judge kavanaugh will be voted through next week after mondays hearing unfortunately for him his reputation has tarnished by these vicious lies maga wwgiwga http,NOT
59620,@user @user you are welcome casey.,NOT
32717,"@user if only he were the craziest mf out there. sadly, he is not. there are far worse examples of good christians.""""",OFF
21286,@user so innocent until proven guilty only applies to liberals?????,NOT
78117,@user @user @user i am in an interracial marriage you liberals throw that word around so easily you might want to look it up and see what it means http,NOT
13486,@user @user @user what was the average wage to average house price when thatcher was in charge? that ratio is the fundamental reason. build as many as you like but if they are not genuinely affordable you're just wasting resources.,NOT
90268,@user bruh ita gonna be ok  you will have to go it without your parents being there 24/7 which can be hella scary. but you are more ready than you think.  its gonna be more fun than you could bet,NOT
39342,@user lmfaooo baby you just as young as she is loudly crying face  loudly_crying_face: loudly crying face ,NOT
81788,@user it’s fine. the liberals made sure that we use as much carbon as possible to make electricity.,NOT
38889,@user she is she blocked me http,NOT
92319,@user he is not working for texas he is paid by the soros cartel. not fond of cruz but beto is a dangerous person! just another dnc sheeple!,OFF
59657,@user i want to kiss your ass.,OFF
28193,@user a person’s stance on gun control is a telling statement on if they believe in the rights of the individual.  might as well stamp “statist” on their forehead.  please vote accordingly.,NOT
83274,@user beto also wants open borders so illegals can come an go as they please an also more gun control espically on semiautomatic weapons...be to not for texas,OFF
64355,@user doesn't canada need it's comedians back.,NOT
42234,@user @user @user @user @user there is absolutely no point in debating a liberal. your party has swung so far left and have nothing but hate... all rationale has fleeted your side. trump could create world peace and a utopian society and liberals would still resist for no other reason than your hatred.,OFF
84391,@user @user you do know antifa is far left republicans are peaceful we just only use violence to protect ourselves from antifa.,NOT
36226,@user @user f hope! since he’s ‘not smarter than a 5th grader’ maybe she is!,OFF
91015,@user @user @user it is metallic color. tomorrow i go to get it smiling face with halo  it was my birthday gift face with tears of joy ,NOT
49622,100% agree with trump on this.  surprised to see so many liberals talk about how cute he was sneaking candy at a war criminal's funeral. http,OFF
82485,@user good thing california has all those gun control laws ?!?!  face with tears of joy  face_with_tears_of_joy: face with tears of joy  ok_hand:,NOT
54050,"joe biden calls trump supporters dregs of society. biden organized a coup in ukraine. his son steals $b from ukrainian people as they leave their country in search of jobs. @user maga potus @user @user zog""",OFF
97098,@user he needs to lose some weight,NOT
34017,@user destroying me???? excuse me i beat you all the time why you bullshitting that?? also i love you more  face with steam from nose ,OFF
31233,@user you are the only motherfucker with common sense on this website,NOT
83754,@user for what??? lies and rumors being spread by liberals with their known pattern? hell no.,OFF
31196,@user shes so old that shes been pushing gun control since the lincoln assassination.,OFF
59480,@user blue jamie lee!! we won't miss ya....,NOT
23082,@user corrupt period... grinning squinting face  grinning_squinting_face: grinning squinting face  oncoming_fist_medium_skin_tone: oncoming fist medium skin tone last week u liberals were saying he won’t release bc he has something to hide  grinning squinting face  grinning_squinting_face: grinning squinting face  grinning_squinting_face: grinning squinting face  o boy u pple those pple  that depend on an actor for info wow! u pple scare me is it green today or is it yellow  face with tears of joy  exclamation_question_mark:,NOT
85220,@user grew up listening to k.i.d.s shit breaks my heart rip,OFF
15817,@user delusional idiot and the traitor!,OFF
89408,@user happy birthday dad ily thanks for being the best man you can be and for caring for all of us. we love you and appreciate all that you are and all that you do  koala  bear:,NOT
39819,@user reminder: it's in trump's best interests to have that scotus seat empty during the mid terms and even the next election. it's his only trump card _against challenges from his own party/conservatives_ these days.,NOT
60311,@user @user oh she is doing that all by herself,NOT
59397,@user @user @user you mean like the democrats do to push their gun control agenda?,NOT
48118,@user @user @user not if it's unwanted by the mother. then the left flushes it down the toilet and goes to an antifa rally to celebrate.,OFF
15406,@user jimin-ssi i hope you know you are an angel. i love you so much. you are always amazing,NOT
84077,@user ur head bout big as shit,OFF
79283,"@user @user that solidarity with israel"" banner photo of ""antideutsch"" infiltrators was originally used in an online mag bunker which has connections to fashy pro-žižek types from the 8chan /leftypol/ board. it's a go-to image for the ""anti-antifa"" crowd. archived: http",NOT
82016,"@user they've morphed into antifa. antifa gets better coverage and that all important soros cash! ie: i'm so upset about you know racist stuff and trump and children in cages and everything the like that, ya know?""""",NOT
84770,@user @user @user complete and utter waste of time. liberals,OFF
95295,...and what plan might that be?  the discredited chequers plan or crash out without a plan? http,NOT
48370,@user blame trump for the weather and the corruption that existed for decades in pr. what an ass typical democratic,OFF
78792,"@user @user @user @user and no one is attacking trump supporters at large""  ever heard of antifa?  i thought you were leaving long ago anyway?  why are you still wasting my time?""",NOT
14672,@user @user cats are the antifa of the animal world,NOT
66991,@user @user @user do yourself a favor and watch this @user there is still time for you to spit that kool aid out and pay attention to what is happening. you right leaning conservatives are so brainwashed it is sickening.,NOT
93179,@user he's quite beautiful for what he is,NOT
48479,@user @user that nigga snitched and added spice on top of his snitching,OFF
44822,"@user @user attention. @user is publicizing the names of trump supporters on his twitter account on lists"". some names are high profile and some are just random trump supporters.  the list is a antifa target list. please help report him. twitter needs to suspend his account.,""",NOT
14772,"@user @user unfortunately, the report is riddled with errors.  it fabricates connections between influencers that simply don't exist, and categorizes liberals as far-right"" if they even openly debate conservatives: http",NOT
22130,@user @user far right bastards. they are literally everywhere. luckily we have far left extremists like antifa and jeremy corbyn's supporters to act as a counter balance. http,OFF
80604,@user @user liberals believe in the constitution.   it's just ultra leftists that don't,NOT
78914,@user @user well if she truly thought he was an intruder in her home i would suppose she would revert to her police training.  what sickens me is all the media hype that she is going to get off strictly because she is white and he is black.  horrible all the way around.,NOT
40746,@user @user @user @user ben is a terrible person that probably raped some people.  he is a vial human being in my book.    has nothing to do with his on the field play.  i don’t like him personally.,OFF
33232,@user an idiot.  where the fuck do they get these people?,OFF
58585,@user honestly ya when i talk about my opinions on gun control ppl are taken aback.  face with tears of joy ,NOT
19746,@user indie: (noun) a place where people as talented as you are working just as hard as you to get to the spot you're at.   opportunity doesn't knock for everybody.,NOT
87017,@user breitbart is dead,NOT
60348,@user won't be legalized federally since it can be used as back door gun control.,NOT
33670,@user start by not tweeting pussy ass shit,OFF
69506,asmr eel sushi salmon sushi (eating sounds) *big bites no talking | yaya asmr http,NOT
25199,@user @user ya and it looks like he is in a lit of the same mma accounts as we have. weird.,NOT
46033,@user i am so weak she really beat her ass,OFF
61968,@user @user @user @user @user thanks dbc! love reading your books! i’ve heard that 51 is pretty epic too - looking forward to *finally* getting to read it soon!!!,NOT
76470,@user he is why i stopped watching football,NOT
25820, stop sign  ntknetwork news  stop sign   backhand index pointing right  'rnc has raised over $250 million for the 2018 midterms' maga￼ united states 2a prolife http,NOT
12633,@user @user @user @user @user @user @user @user @user you can't help it because you are amazing!,NOT
77845,@user ...her background is being kept under wraps...chance she is a rabid maga...as most cops are! law enforcement entities are attempting to keep quite those who are in trouble and who are maga's...,OFF
40324,@user bird ass http,OFF
58462,i did not know this.  great job california !  maga http,NOT
54691,@user @user i would name my dogs breed but i have no fucking clue what he is,OFF
23182,"@user liberals don't care anymore about democracy"". they will burn the country before let trump to govern two more years. remember that the objective was to throw trump out of power within the first six months.""",NOT
32987,what a start to the week for our adults krav maga classes!! keep up the awesome work guys. it is a pleasure see old faces coming back to training and many of you utilising the new timetable  oncoming fist light skin tone  oncoming_fist_light_skin_tone:  see you in class  the elite team,NOT
30224,@user you are no patriot if you actively try and disrupt the will of the people simply because you lost the election.   when has it ever been patriotic to undermine the presidency?    he is working to bring prosperity to every american.,NOT
81939,@user i thought liberals got rid of high school shop class,NOT
27255,@user can you say desperate?!?!?!,NOT
62953,@user @user many arrests have taken place. socialist media not covering of course. the coming arrests will  make socialists heads explode. wwg1wga! maga! drain the swamp! build the wall!,OFF
59895,@user at least brennan is smart enough to recognize that trump is a lion. he's not smart enough to know that he can't hurt trump. hurting trump is what that idiot fantasies about.,OFF
13692,@user holy shit of all people to say that a nebraska fan. please take your dead program somewhere else and keep your vcr around to watch highlights from the 90s.,OFF
83076,@user @user that explains it then: she is an alien! lol,NOT
32565,@user @user @user @user @user he needs to speak to someone about all that anger he is harboring!!  cause that should not have made him explode like that. he has some underlying issues. lordt  face with tears of joy  face_with_tears_of_joy: face with tears of joy ,NOT
24384,@user @user i mean gun control so you can't defend yourself,NOT
23560,@user poor godless liberals,OFF
47280,@user @user @user @user @user @user @user @user @user i think it was found that less well educated conservatives were more inclined to accept the government directive at face value,NOT
71667,@user he is such a good dude! where do you work?,NOT
55726,@user  people are awake. projection is no longer a tactic that liberals can successfully use.,NOT
30033,(but look how cranky she is! http ),NOT
33064,@user @user @user we've had a good conversation. many will condemnations me for my part from both sides. it does not matter. this is what gun control is about. discussion.,NOT
34120,@user correction: the liberals won a false-majority on the backs of a lot of close races – emphasis on “false.” electoral reform,NOT
25813,@user thanks for following. we're glad to be connected.,NOT
30770,@user ggg knows he is going to knock him out no way this goes to judges.,NOT
49215,@user its called espionage. he is doing it in plan site to help his bosses in moscow.,NOT
